Source,Target,Weight
3950268,3951679,1.0
3950268,3951669,1.0
3950268,3950379,1.0
3950268,3951645,1.0
3950268,3950591,4.0
3950268,3953411,1.0
3950268,3951575,1.0
3950268,3951521,1.0
3952049,3952055,1.0
3951679,3950379,1.0
3951679,3950591,5.0
3951679,3952132,1.0
3953366,3954247,2.0
3953366,3957419,1.0
3953366,3950299,3.0
3953366,3950271,2.0
3953366,3953360,1.0
3953366,3952132,1.0
3953366,3951575,1.0
3953366,3954152,1.0
3951669,3951679,1.0
3951669,3957205,1.0
3950379,3951111,1.0
3951856,3951679,1.0
3951856,3950379,1.0
3957419,3950299,1.0
3957419,3950844,1.0
3950299,3952055,1.0
3950299,3950268,8.0
3950299,3952049,1.0
3950299,3951679,6.0
3950299,3954247,1.0
3950299,3951669,4.0
3950299,3950379,3.0
3950299,3957205,1.0
3950299,3951856,2.0
3950299,3956304,1.0
3950299,3953769,1.0
3950299,3951645,2.0
3950299,3950271,5.0
3950299,3950586,1.0
3950299,3950247,1.0
3950299,3953861,5.0
3950299,3950625,1.0
3950299,3951111,1.0
3950299,3952132,7.0
3950299,3951575,2.0
3950299,3951521,1.0
3950299,3952042,2.0
3950299,3955000,1.0
3950299,3953959,2.0
3950299,3956314,1.0
3950317,3950268,1.0
3950317,3950379,1.0
3950317,3950299,1.0
3950317,3950271,1.0
3950844,3950268,2.0
3950844,3950379,1.0
3950844,3950299,5.0
3950844,3950591,3.0
3950844,3951111,1.0
3956304,3956314,1.0
3953769,3953366,1.0
3953769,3951645,1.0
3951645,3951679,1.0
3951645,3953366,1.0
3951645,3951669,1.0
3950271,3950268,3.0
3950271,3951679,1.0
3950271,3954247,2.0
3950271,3951669,1.0
3950271,3950379,1.0
3950271,3950844,1.0
3950271,3951645,1.0
3950271,3953360,1.0
3950271,3950591,2.0
3950271,3951521,1.0
3950271,3954152,1.0
3953851,3951669,1.0
3953851,3950299,1.0
3953851,3950591,1.0
3953851,3953861,1.0
3953851,3953959,1.0
3952420,3952049,1.0
3952420,3951742,1.0
3952420,3952042,1.0
3953360,3954162,1.0
3953360,3954152,2.0
3950518,3950299,1.0
3950518,3950591,1.0
3950518,3950586,1.0
3950518,3950625,1.0
3950591,3952055,1.0
3950591,3952049,2.0
3950591,3951669,3.0
3950591,3950379,1.0
3950591,3950299,11.0
3950591,3951645,1.0
3950591,3952420,1.0
3950591,3951742,3.0
3950591,3950625,1.0
3950591,3951111,1.0
3950591,3952132,2.0
3950591,3951575,1.0
3950591,3951521,1.0
3950591,3952042,3.0
3950591,3953959,1.0
3950586,3950591,1.0
3950586,3950625,1.0
3953110,3951679,1.0
3953110,3950299,1.0
3953110,3950591,1.0
3953110,3952132,1.0
3951742,3952055,1.0
3951742,3952049,2.0
3951742,3951669,1.0
3951742,3957205,1.0
3951742,3950299,2.0
3951742,3952042,1.0
3951742,3953959,1.0
3950247,3950268,1.0
3950247,3953366,1.0
3950247,3950317,1.0
3950247,3950844,1.0
3950247,3950271,1.0
3953861,3951679,1.0
3953861,3951669,1.0
3953861,3956304,1.0
3953861,3950591,2.0
3953861,3953959,1.0
3953861,3956314,1.0
3953398,3950268,1.0
3953398,3953411,1.0
3951770,3950591,1.0
3951770,3951780,1.0
3952132,3950268,3.0
3952132,3954247,1.0
3952132,3950271,1.0
3952132,3951575,1.0
3951575,3951679,1.0
3951575,3954247,1.0
3951575,3951669,1.0
3951575,3951645,1.0
3951575,3950271,1.0
3951521,3951679,1.0
3951521,3951669,1.0
3951521,3951645,1.0
3951521,3951575,1.0
3952042,3952055,1.0
3952042,3952049,2.0
3952042,3951669,1.0
3954152,3954162,1.0
3950217,3950268,1.0
3950217,3950299,1.0
3950217,3950317,1.0
3950217,3950271,1.0
3950217,3950247,1.0
3950217,3950258,1.0
3951780,3950591,1.0
3953959,3951669,2.0
3953959,3957205,1.0
3950258,3950268,1.0
3950258,3953366,1.0
3950258,3950299,1.0
3950258,3950317,1.0
3950258,3950271,1.0
3950258,3950247,1.0
