Id,Label
5311731,ADAM
5307601,AIDE
5308385,BECK
5308045,BERTHOLD
5307500,BRANDT
5308537,CHILDREN
5311871,COMMUNICATIONS OFFICER
5307964,DOCTOR
5312977,FAT GENERAL
5309431,FELLGIEBEL
5310678,FREYEND
5309005,FROMM
5311654,GENERAL
5313091,GOEBBELS
5308332,GOERDELER
5310384,HAANS
5309703,HAEFTEN
5310457,HAGEN
5310693,HASE
5312790,HELLDORF
5310380,HELM
5308989,HERBER
5313258,HIMMLER
5307387,HITLER
5308979,KEITEL
5312020,KOLBE
5311848,LIEUTENANT
5310188,MERTZ
5307967,NINA
5307920,NOW
5307655,OFFICER
5311317,OFFICER #1
5307672,OLBRICHT
5312532,OPERATOR
5313322,RADIO ANNOUNCER
5310453,REMER
5307710,SENTRY
5310725,SOLDIERS
5307849,STAUFFENBERG
5309132,STAUFFENBERG/OLBRICHT
5307496,TRESCKOW
5307738,TRESKOW
5308324,WITZLEBEN
5307842,YOUNG LIEUTENANT
5312772,YOUNG OFFICER
