Id,Label
4870642,AHEAD OF THEM
4868413,ARTIE
4865925,BETTY
4871012,CONNIE
4869731,DE MILLE
4869649,DEMILLE
4867176,DISSOLVE
4869826,ELECTRICIAN
4867178,END OF SEQUENCE "A"
4867810,END OF SEQUENCE "B"
4868970,END OF SEQUENCE "C"
4870303,END OF SEQUENCE "D"
4865704,GILLIS
4868717,GIRL
4869849,HAIRDRESSER
4871668,HEAD OF HOMICIDE
4871664,HOLMBY HILLS CAPTAIN
4871637,LIEUTENANT
4866378,MAX
4866176,MORINO
4865711,NO 1
4865726,NO 2
4866472,NORMA
4869573,OLD POLICEMAN
4867109,POOL
4867784,SALESMAN
4867180,SEQUENCE "B"
4867813,SEQUENCE "C"
4868975,SEQUENCE "D"
4870307,SEQUENCE "E"
4865858,SHELDRAKE
4866139,SKOLSKY
4866410,THE WOMAN
4866358,WOMAN
4869550,YOUNG POLICEMAN
