Id,Label
2011590,BASE
2011973,BASE GUARD
2006647,BLONDELL
2011763,CHIEF
2008626,CIRCLE #1
2007025,CLASS
2008511,CNN COMMENTATOR
2007358,CORTEZ
2005861,DEHAVEN
2005986,DEHAVEN'S AIDE
2008601,DIAL-A-DATE
2011125,DOORKEEPER
2006611,DUTY OFFICER
2006965,ENGLAND
2006089,FLAG OFFICER #1
2007843,FLEA
2005852,HAYES
2006877,INSTRUCTOR
2007068,INSTRUCTOR JOHNS
2006921,INSTRUCTOR PYRO
2006127,JORDAN
2006856,MCCOOL
2006766,MILLER
2008686,NAVAL OFFICER
2006954,NEWBERRY
2011495,PILOT
2006130,ROYCE
2010973,SECRETARY
2006859,SLUTNIK
2006935,STAMM
2006152,TACTICAL OFFICER
2006846,THE CHIEF
2009785,THE SPOOK
2011006,TOURIST
2008585,VOICE #1
2008590,VOICE #2
2008594,VOICE #3
2005999,WHITE HOUSE #1
2006021,WHITE HOUSE #2
2006940,WICKWIRE
2006667,YEOMAN
