Source,Target,Weight
5092137,5090114,1.0
5092137,5090134,1.0
5092137,5090140,1.0
5092137,5092171,1.0
5092137,5089621,1.0
5091130,5090196,2.0
5091130,5096054,1.0
5091130,5090161,1.0
5091130,5091521,1.0
5091130,5090148,1.0
5091130,5095997,1.0
5091130,5091156,1.0
5092272,5089631,1.0
5089593,5091130,2.0
5089593,5090161,2.0
5089593,5090189,7.0
5089593,5091521,2.0
5089593,5089839,1.0
5089593,5089843,1.0
5089593,5090148,8.0
5089593,5089591,2.0
5089593,5089889,2.0
5089593,5091156,4.0
5089593,5094460,1.0
5089593,5094777,1.0
5090196,5089593,5.0
5090196,5096054,1.0
5090196,5090386,1.0
5090196,5090532,1.0
5090196,5090189,3.0
5090196,5091521,1.0
5090196,5095997,1.0
5090196,5091156,1.0
5096054,5089593,1.0
5090161,5090196,2.0
5090161,5096054,1.0
5090161,5091521,1.0
5090161,5095997,1.0
5090161,5089621,1.0
5090161,5091156,1.0
5089968,5089593,1.0
5089968,5089899,1.0
5089968,5089904,1.0
5089968,5089889,1.0
5089899,5089593,2.0
5089899,5089889,5.0
5089899,5089631,5.0
5090114,5091130,1.0
5090114,5089593,3.0
5090114,5090196,2.0
5090114,5096054,1.0
5090114,5090161,2.0
5090114,5089899,1.0
5090114,5090134,5.0
5090114,5090140,3.0
5090114,5090189,3.0
5090114,5091521,1.0
5090114,5090148,1.0
5090114,5092171,1.0
5090114,5095997,1.0
5090114,5089621,1.0
5090114,5089889,1.0
5090114,5089631,1.0
5090134,5091130,1.0
5090134,5089593,3.0
5090134,5090196,2.0
5090134,5096054,1.0
5090134,5090161,2.0
5090134,5089899,1.0
5090134,5090140,3.0
5090134,5090189,3.0
5090134,5091521,1.0
5090134,5090148,1.0
5090134,5092171,1.0
5090134,5095997,1.0
5090134,5089621,1.0
5090134,5089889,1.0
5090134,5089631,1.0
5090140,5089593,1.0
5090140,5090196,1.0
5090140,5090161,1.0
5090140,5089899,1.0
5090140,5090189,1.0
5090140,5090148,1.0
5090140,5092171,1.0
5090140,5089621,1.0
5090140,5089889,1.0
5090140,5089631,1.0
5090386,5089593,1.0
5090532,5089593,1.0
5090532,5090386,1.0
5090601,5089631,1.0
5096673,5089631,1.0
5090189,5091130,1.0
5090189,5096054,1.0
5090189,5090161,1.0
5090189,5091521,1.0
5090189,5090148,2.0
5090189,5095997,1.0
5090189,5089621,1.0
5090189,5091156,2.0
5091521,5096054,1.0
5091521,5095997,1.0
5091521,5091527,2.0
5089839,5089843,1.0
5092590,5089593,3.0
5092590,5094968,1.0
5092590,5090148,1.0
5092590,5092600,1.0
5092590,5089889,1.0
5092590,5091156,1.0
5092590,5089631,2.0
5090148,5090196,2.0
5090148,5090161,1.0
5090148,5090386,1.0
5090148,5091521,1.0
5090148,5089889,1.0
5089904,5089593,1.0
5089904,5089899,4.0
5089904,5089889,3.0
5089904,5089631,4.0
5092600,5089593,1.0
5092600,5090148,1.0
5092171,5089593,1.0
5092171,5089621,1.0
5095997,5089593,1.0
5095997,5096054,1.0
5089621,5089593,7.0
5090658,5089904,1.0
5090658,5089889,1.0
5090658,5089631,1.0
5090658,5090673,1.0
5094044,5089593,1.0
5094044,5091156,1.0
5089889,5091130,1.0
5089889,5094968,1.0
5089889,5091521,1.0
5089889,5089631,15.0
5089889,5092720,1.0
5089889,5094460,1.0
5089889,5091527,1.0
5092131,5092137,1.0
5092131,5090114,1.0
5092131,5090134,1.0
5092131,5090140,1.0
5092131,5092171,1.0
5092131,5089621,1.0
5093481,5090148,1.0
5091156,5090148,1.0
5091156,5089621,2.0
5089631,5091130,1.0
5089631,5089593,7.0
5089631,5094968,1.0
5089631,5089968,1.0
5089631,5091521,1.0
5089631,5089839,1.0
5089631,5089843,1.0
5089631,5090148,1.0
5089631,5089621,5.0
5089631,5094334,1.0
5089631,5092720,1.0
5089631,5094460,1.0
5089631,5090673,5.0
5089631,5094777,1.0
5094460,5091130,1.0
5091527,5089631,1.0
5090673,5089904,1.0
5090673,5089889,2.0
5094777,5090161,1.0
5094777,5089621,1.0
5094777,5091156,1.0
