Source,Target,Weight
2210004,2202840,1.0
2207370,2207383,1.0
2207370,2207386,1.0
2207370,2207403,1.0
2207370,2207406,1.0
2202840,2207370,1.0
2202840,2206850,1.0
2202840,2202922,1.0
2202840,2208546,2.0
2202840,2205163,1.0
2202840,2210293,1.0
2202840,2209835,1.0
2202840,2203191,1.0
2202840,2203195,1.0
2202840,2203199,1.0
2202840,2204360,1.0
2202840,2203016,4.0
2202840,2203163,1.0
2202840,2204049,4.0
2202840,2203304,11.0
2202840,2204660,1.0
2202840,2207108,1.0
2202840,2207383,1.0
2202840,2207386,1.0
2202840,2207403,1.0
2202840,2207406,1.0
2202840,2206954,1.0
2202840,2209785,1.0
2202840,2203277,1.0
2206850,2206881,1.0
2206850,2203304,1.0
2208546,2206881,1.0
2208546,2204049,1.0
2208546,2203304,1.0
2209874,2202840,1.0
2210293,2206881,1.0
2206881,2207370,1.0
2206881,2202840,21.0
2206881,2207108,1.0
2206881,2207383,1.0
2206881,2207386,1.0
2206881,2207403,1.0
2206881,2207406,1.0
2206881,2206954,1.0
2203191,2203195,1.0
2203191,2203199,1.0
2203191,2203217,1.0
2203195,2203199,1.0
2203195,2203217,1.0
2203199,2203217,1.0
2208142,2202840,1.0
2209870,2202840,1.0
2209870,2209874,1.0
2203016,2203191,1.0
2203016,2203195,1.0
2203016,2203199,1.0
2203016,2204360,1.0
2203016,2203163,1.0
2203016,2203217,1.0
2203016,2204049,1.0
2203016,2203304,1.0
2203111,2202840,1.0
2203111,2203191,1.0
2203111,2203195,1.0
2203111,2203199,1.0
2203111,2203016,1.0
2203111,2203163,1.0
2203111,2203217,1.0
2203111,2203115,1.0
2203163,2203191,1.0
2203163,2203195,1.0
2203163,2203199,1.0
2203163,2203217,1.0
2203217,2202840,1.0
2203217,2203277,1.0
2204049,2206850,1.0
2204049,2206881,2.0
2204049,2203304,4.0
2203075,2202840,3.0
2203075,2203016,3.0
2203075,2204049,1.0
2203075,2203304,1.0
2203115,2202840,1.0
2203115,2203191,1.0
2203115,2203195,1.0
2203115,2203199,1.0
2203115,2203016,1.0
2203115,2203163,1.0
2203115,2203217,1.0
2203304,2206881,3.0
2207383,2207386,1.0
2207383,2207403,1.0
2207383,2207406,1.0
2207386,2207403,1.0
2207386,2207406,1.0
2207403,2207406,1.0
2209785,2210004,1.0
