Id,Label
5241341,ALBERT
5243608,ANNIE
5241649,BELLHOP
5245124,BEN
5245907,BETTY
5241802,BOB
5242190,BOBBY
5244115,BUCK
5240328,CABLE
5240882,CARL
5241316,CHET
5240274,CLIFF
5239945,COLE
5241354,COOPER
5239961,DESMOND
5243253,DOC
5242043,DONNA
5242922,ED
5242304,EILEEN
5241793,FIRST WOODSMAN
5244651,GERARD
5241603,GORDON
5242971,GRANDSON
5242490,HAROLD
5240668,IRENE
5240608,JACK
5245698,JACOBY
5243865,JACQUES
5242170,JAMES
5241714,JEFFRIES
5245118,JERRY
5245107,JOHNNY
5242036,LAURA
5242671,LELAND
5243782,LEO
5243960,LOG LADY
5241797,MAN FROM ANOTHER PLACE
5244694,MECHANIC
5241835,MIKE
5242915,NADINE
5242899,NORMA
5240748,OLD GUY
5245376,PETE
5241611,RIGHT
5244238,RONETTE
5242438,SARAH
5241831,SECOND WOODSMAN
5242903,SHELLY
5244431,SPARKY
5240030,STANLEY
5245128,SYLVIA
5244729,TERESA
5243036,TOAD
5244120,TOMMY
5242769,TRUCKER
5243103,WOMAN
