Id,Label
2825944,AL
2828729,AMERICAN REPORTER
2826396,ANDREWS
2824029,ANNOUNCER
2832829,ARMY GENERAL
2833005,ARNOLD
2824663,ATTORNEY
2833316,BAKER
2823510,BANISTER
2828535,BELLHOP
2826865,BERTRAND
2830339,BEVERLY
2823957,BILL
2823457,BLACK WOMAN
2823875,BOB
2824656,BOWERS
2825046,BRINGUIER
2831269,BULL
2832275,BUNDY
2828750,CAESAR
2825002,CARLOS
2830136,CHIEF JUSTICE
2826502,CLAY BERTRAND
2829281,CORONER
2823986,COX
2826911,CUBAN
2823096,DOCTOR
2832265,DYMOND
2830244,FBI AGENT
2824289,FBI SPOKESMAN
2824095,FERRIE
2832801,FINCK
2830578,FIRST AGENT
2834005,FOREMAN
2823862,FRANK
2828720,FRENCH REPORTER
2827311,FRITZ
2823829,GARRISON
2832350,GOLDBERG
2833637,HIGH OFFICIAL VOICE
2824779,HOLLAND
2832826,HUMES
2830315,HUSBAND
2824516,JASPER
2830507,JEAN HILL
2823350,JIM
2831887,JOHNSON
2832758,JUDGE
2832400,JUDGE HAGGERTY
2833996,JURY FOREMAN
2824621,KIDS
2828332,KING
2830676,LAWYER
2823766,LIZ
2824377,LONG
2823353,LOU
2828734,MAILMAN
2823464,MAN
2823496,MAN 3
2823396,MANAGER
2823516,MARTIN
2823843,MATTIE
2832725,MEDICAL EXAMINER
2830193,MERCER
2828876,MILLER
2827361,MOBSTER
2823379,NEWSMAN 1
2827549,NEWSMAN 10
2830155,NEWSMAN 13
2823443,NEWSMAN 2
2823752,NEWSMAN 5
2823798,NEWSMAN 6
2824315,NEWSMAN 9
2823989,NUMA
2830073,OFFICER
2830079,OFFICER HABIGHORST
2826315,OFFICIAL
2825014,OSWALD
2833583,POLICEMAN
2833020,POWELL
2830438,PRICE
2828737,RECEPTIONIST
2833424,ROBERTS
2823088,ROSE
2823813,RUBY
2830248,SECOND AGENT
2825376,SECRETARY
2824677,SGT HARKNESS
2828177,SHARON
2827651,SHAW
2831879,SIDEKICK
2833188,SMITH
2827864,SNAPPER
2824406,STEWARDESS
2825664,SUSIE
2823606,TV OSWALD
2824032,VARIOUS VOICES
2827872,VIRGINIA
2834184,VOICE ON PHONE
2823404,WALTER CRONKITE
2823493,WOMAN 3
