Id,Label
2747844,ALL OF THEM
2744984,BURLY MAN
2743829,BUSBOY
2742765,CHARLIE
2746099,CHARLIE'S FACE
2746939,CHRISTINA GRIEGO
2745541,COUNTER BABE
2745708,DANYA
2745930,DETECTIVE
2743471,FIRST COP
2742819,HALF-EAR
2742816,HANDSOME ROB
2745350,HOMEBOY
2742847,JOHN BRIDGER
2745739,KAREN
2744104,KID
2742771,LYLE
2745705,MASHKOV
2745129,OFFICE
2746482,PHILLY STEAK
2743543,RECEPTIONIST
2743779,RICHARD
2743481,SECOND COP
2744842,SECURITY GUARD
2744998,SKINNY PETE
2742844,STELLA
2742785,STEVE
2746104,VALET
2744505,YEVHEN
