Source,Target,Weight
4921460,4920419,1.0
4921460,4917876,2.0
4921460,4917880,1.0
4921460,4920050,1.0
4921460,4918094,2.0
4921140,4920419,1.0
4921140,4920050,1.0
4921140,4918094,1.0
4921140,4920251,1.0
4920746,4921140,1.0
4920746,4920419,1.0
4920746,4920050,1.0
4920746,4918094,1.0
4920746,4920251,1.0
4918730,4918755,1.0
4922280,4922386,1.0
4922280,4920050,1.0
4922280,4918094,1.0
4918773,4918864,1.0
4918773,4917876,1.0
4918773,4918094,1.0
4918773,4918599,1.0
4920419,4917876,6.0
4920419,4917880,3.0
4920419,4918094,5.0
4920419,4920251,1.0
4918864,4919315,2.0
4918864,4919239,4.0
4918864,4917876,2.0
4918864,4918094,3.0
4918526,4918730,1.0
4918526,4918755,1.0
4918526,4918094,1.0
4918526,4918599,1.0
4920896,4920419,1.0
4920896,4917876,1.0
4920896,4917880,1.0
4920896,4920050,1.0
4920896,4918094,2.0
4922143,4920050,1.0
4919239,4919315,2.0
4919239,4917876,2.0
4919239,4918094,2.0
4922386,4917876,1.0
4917876,4921140,1.0
4917876,4920746,2.0
4917876,4918730,2.0
4917876,4919315,1.0
4917876,4922280,1.0
4917876,4918526,1.0
4917876,4921678,1.0
4917876,4918755,1.0
4917876,4920050,6.0
4917876,4920251,2.0
4917876,4918599,3.0
4917880,4920746,1.0
4917880,4917876,9.0
4917880,4918094,5.0
4920050,4920419,4.0
4920050,4922386,1.0
4920050,4917880,4.0
4920050,4920251,2.0
4918094,4918730,2.0
4918094,4919315,1.0
4918094,4922143,1.0
4918094,4922386,1.0
4918094,4917876,13.0
4918094,4918755,1.0
4918094,4920050,11.0
4918094,4920251,2.0
4918094,4918599,2.0
4918599,4918730,2.0
4918599,4918864,1.0
4918599,4918755,1.0
