Source,Target,Weight
736620,737766,2.0
736620,740894,1.0
736620,739345,1.0
736620,739301,1.0
736620,739157,1.0
736620,737474,2.0
736620,735399,4.0
736620,735547,2.0
743154,737766,1.0
743154,735399,1.0
743154,735547,1.0
742002,739717,1.0
742002,735547,1.0
737766,739345,1.0
737766,739301,1.0
737766,735399,4.0
736301,736510,1.0
737219,742002,1.0
737219,741613,1.0
737219,741577,1.0
737219,739157,1.0
737219,741749,1.0
737219,737474,1.0
737219,739717,1.0
737219,735547,1.0
737219,741480,1.0
737219,741833,1.0
737219,741724,1.0
737219,741691,1.0
737219,741744,1.0
741613,742002,1.0
741613,739157,1.0
741613,741749,1.0
741613,739717,1.0
741613,735547,1.0
741613,741833,1.0
741613,741724,1.0
741613,741691,1.0
741613,741744,1.0
739301,739345,1.0
741577,742002,1.0
741577,741613,1.0
741577,739157,1.0
741577,741749,1.0
741577,739717,1.0
741577,735547,1.0
741577,741833,1.0
741577,741724,1.0
741577,741691,1.0
741577,741744,1.0
739157,742002,1.0
739157,737766,1.0
739157,739345,1.0
739157,739301,1.0
739157,737474,1.0
739157,739717,1.0
739157,735547,1.0
739157,741833,1.0
741749,742002,1.0
741749,739157,1.0
741749,739717,1.0
741749,735547,1.0
741749,741833,1.0
737474,743154,1.0
737474,737766,6.0
737474,739345,1.0
737474,739301,1.0
737474,735399,7.0
737474,735547,9.0
739717,737474,1.0
736095,736301,1.0
735399,742002,1.0
735399,740894,1.0
735399,736301,2.0
735399,737219,1.0
735399,741613,1.0
735399,737168,1.0
735399,739345,1.0
735399,739301,1.0
735399,736510,1.0
735399,741577,1.0
735399,739157,2.0
735399,741749,1.0
735399,739717,1.0
735399,736095,1.0
735399,735403,1.0
735399,741833,1.0
735399,741724,1.0
735399,741691,1.0
735547,737766,4.0
735547,736301,1.0
735547,737168,1.0
735547,739345,1.0
735547,739301,1.0
735547,739717,1.0
735547,736095,1.0
735547,735399,11.0
741480,742002,1.0
741480,741613,1.0
741480,741577,1.0
741480,739157,1.0
741480,741749,1.0
741480,739717,1.0
741480,735399,1.0
741480,735547,2.0
741480,741833,1.0
741480,741724,1.0
741480,741691,1.0
735403,736301,1.0
735403,736095,1.0
735403,735547,1.0
741833,742002,1.0
741833,739717,1.0
741833,735547,1.0
741724,742002,1.0
741724,739157,1.0
741724,741749,1.0
741724,739717,1.0
741724,735547,1.0
741724,741833,1.0
741724,741744,1.0
741691,742002,1.0
741691,739157,1.0
741691,741749,1.0
741691,739717,1.0
741691,735547,1.0
741691,741833,1.0
741691,741724,1.0
741691,741744,1.0
741744,742002,1.0
741744,739157,1.0
741744,741749,1.0
741744,739717,1.0
741744,735399,1.0
741744,735547,2.0
741744,741480,1.0
741744,741833,1.0
