Id,Label
2343743,ANGLE - HAROLD AND KUMAR
2343740,ANGLE - TELEVISION
2343779,ANNOUNCER
2344243,BIG BURLY GUY
2343032,BILLY
2343762,BLONDE HAIRED KID
2344527,BURGER SHACK EMPLOYEE
2344912,CHRISTY
2344735,CINDY
2344954,CLARISSA
2343387,COLE
2345395,CREEPY GUY
2343199,DR WOODRUFF
2343392,EXTREME SPORTS PUNK #1
2349147,FEMALE ANCHOR
2346282,FREAK SHOW
2343965,GOLDSTEIN
2343102,HAROLD
2345547,HAROLD KUMAR
2344849,HIPPIE ASSHOLE
2344765,KENNETH
2343191,KUMAR
2345756,KUMAR'S FATHER
2346418,LIANE
2345880,MALE NURSE
2343015,MAN
2343434,MARIA
2347748,NATHANIEL
2346698,NEIL
2343792,NEWSCASTER
2347166,OFFICER PALUMBO
2347462,OFFICER REILLY
2347352,RADIO ANNOUNCER
2343943,ROSENBERG
2345764,SAIKAT
2345037,SECURITY GUARD
2347365,TARIK
2349020,TEENAGER
2345137,THE WATER
2346266,UGLY MAN
2343873,VOICE ON TV
