Id,Label
3486059,ALL THREE
3486382,ANDERSON
3487910,ANGELA
3486173,CAROL
3488516,CIA CRONIN
3486228,CLOSE
3486017,DADDY, DON'T DADDY
3485976,DARKNESS
3489118,DOC
3487459,DR RESFIELD
3488536,FBI SWANSON
3486004,FEMALE
3486559,FRANK D'IGNAZIO
3487657,FRANK D'IGRAZIO
3487185,HOLOGRAPHIC DOCTOR
3486122,INSIDE THE CHEVY
3486163,INSIDE THE HOUSE
3486680,INTERCOM VOICE
3486169,JOHNNY
3487064,JOHNNY'S SON
3487105,JUDGE
3488559,JUSTICE POLLARD
3490403,KID
3489730,LIEUTENANT GLASER
3486438,LISA
3486015,MALE LEFT
3486008,MALE RIGHT
3491937,MAN
3487167,OFFICER
3486309,OFFICER 1
3486336,OFFICER 2
3489911,OLD GUY
3486733,PAGE
3486473,PAUL
3488127,POLICE OFFICER
3491221,ROSE
3487347,SENATOR MALCOLM
3489864,SPOKESWOMAN
3488748,TECHNICIAN
3489025,TECHNICIAN 1
3488777,TECHNICIAN 2
3486288,THE BEDROOM
3487049,THE MONITOR
3486148,THE STREET
3488414,UPSTAIRS
3486272,UPSTAIRS HALLWAY
3488545,VICE-PRESIDENT ALMER
3489914,VIDEO
3486784,VIDEO SCREEN
3486377,WITWER
3490071,YOUNG GUY
