Source,Target,Weight
648791,648614,1.0
648791,646778,1.0
647439,650360,1.0
647439,649283,2.0
647439,652498,1.0
647439,651474,1.0
649002,648448,3.0
649002,649092,1.0
648448,648508,2.0
648448,649092,1.0
650360,646814,1.0
646877,646778,1.0
646877,646883,1.0
647673,647439,1.0
647673,647715,1.0
647673,651474,1.0
650899,646814,1.0
650899,648614,1.0
650263,646814,1.0
648050,647439,1.0
649283,647715,1.0
649283,649552,1.0
649283,649399,1.0
650892,650899,1.0
650892,646814,1.0
650892,648614,1.0
647715,647439,3.0
647715,650360,1.0
647715,651474,1.0
646806,646877,1.0
646806,646814,1.0
646806,646883,1.0
648017,647439,1.0
652498,649283,1.0
646758,646877,1.0
646758,646806,1.0
646758,646814,1.0
646758,646778,1.0
646758,646761,1.0
646758,646883,1.0
646814,646877,2.0
646814,647715,2.0
646814,651474,1.0
646814,648614,2.0
646814,646778,2.0
646814,646883,1.0
651474,646778,1.0
648614,648697,1.0
648614,647673,1.0
648614,650263,1.0
647513,647439,1.0
647963,647439,1.0
646778,646806,1.0
646778,646883,1.0
646761,648791,1.0
646761,646877,1.0
646761,646806,1.0
646761,646814,1.0
646761,646778,3.0
646761,646883,1.0
647442,647439,1.0
646883,647439,1.0
651154,648791,1.0
648997,649002,1.0
648997,648448,1.0
648997,649283,1.0
648997,649399,1.0
