Source,Target,Weight
4201368,4201365,16.0
4201368,4203620,4.0
4201368,4203034,1.0
4201368,4203588,3.0
4201368,4201452,4.0
4202015,4203498,1.0
4202015,4201365,1.0
4203498,4201365,2.0
4202886,4201368,1.0
4206380,4203082,1.0
4202935,4201365,2.0
4202935,4201903,2.0
4202935,4202939,3.0
4201365,4206380,1.0
4201365,4201903,5.0
4201365,4203588,2.0
4201365,4201452,4.0
4201365,4203082,5.0
4203026,4201368,1.0
4203026,4201365,2.0
4203026,4203034,1.0
4203620,4201365,2.0
4203620,4203588,2.0
4202110,4201365,4.0
4203034,4201365,1.0
4201487,4201368,1.0
4201487,4201365,3.0
4201452,4203620,3.0
4201452,4203588,3.0
4204879,4201903,1.0
4203082,4201368,4.0
4203082,4201487,5.0
4202939,4201365,2.0
4202939,4201903,2.0
