Id,Label
5126611,ADMIRAL ROEBUCK
5133616,ASIAN MALE NEWS REPORTER
5126470,BOND
5126646,BUKHARIN
5126734,CAPTAIN
5130924,CAPTAIN CHEONG
5131656,CAPTAIN MORTON
5133639,CHIN
5130518,CO-PILOT
5127251,COL DOMINIQUE EVERHART
5129089,COMMUNICATIONS OFFICER
5129867,COOK
5129877,CREWMAN
5129611,DAMAGE CONTROL
5129745,DAMAGE OFFICER
5127338,DOMINIQUE
5129081,ENGINEER
5130557,EXECUTIVE SECRETARY
5129034,FIRST OFFICER
5126625,GENERAL BUKHARIN
5130370,GENERAL LI
5131137,GIRL ONE
5131143,GIRL THREE
5131140,GIRL TWO
5128994,GPS OFFICER
5128539,GUARD
5132693,GUARD #1
5130850,HARBOR MASTER
5128454,HARMSWAY
5129396,HELMSMAN
5128401,ITALIAN WOMAN W/BABY
5127082,JENNY WU
5127882,MAN
5127475,MINISTER JOHNSTONE
5127136,MONEYPENNY
5129387,NAVIGATION OFFICER
5128983,NAVIGATOR
5130605,NEWS EDITOR 1
5130635,NEWS EDITOR 4
5129217,NUMBER FIVE
5129171,NUMBER ONE
5129236,NUMBER THREE
5129199,NUMBER TWO
5130496,OPERATOR 2
5127917,PARIS
5130730,POLICE OFFICER
5130741,POLICEMAN
5133688,POWER PLANT GUARD
5131990,PR WOMAN
5129546,RADAR OPERATOR
5129094,RATING
5128508,REPORTER #1
5128520,REPORTER #2
5127684,SAUNDERS
5129043,SECOND OFFICER
5130982,SIDNEY
5128644,SOFIA
5129562,SONAR OFFICER
5129491,SONAR OPERATOR
5128039,STAMPER
5127200,STUDENT
5126596,TANNER
5131090,TARO
5131633,TECHNICIAN
5129626,THE CAPTAIN
5128192,THUG #1
5128189,THUG #2
5128110,TOURIST
5130165,TREASURY OFFICIAL
5128623,VALENTIN
5126813,VOICE FROM WARSHIP
5132707,VOICE ON RADIO
5130689,WADE
5127877,WOMAN
5128917,YUNG
