Id,Label
1049191,ANGLE ON
1049016,CABLE GUY
1053911,DOCTOR
1052248,EARL
1051159,HEATHER
1050580,HOST
1051425,HOSTESS
1049968,JEFF
1049454,JOAN
1052246,LAWYER
1050885,MACHINE
1051512,MAN
1049415,MR DANIELS
1052034,MUSIC UP
1051141,ODD MAN
1051263,ON THE CABLE GUY
1054532,PARAMEDIC
1052788,PETE
1052168,POLICE OFFICER
1053526,PROSECUTOR
1051454,RAY
1049579,REPORTER
1053428,RESEARCHER
1048860,RICK
1049156,RIKKI KLIEMAN
1048976,ROBIN
1052122,SALES MANAGER
1049897,SAM SWEET
1050975,SECRETARY
1048836,STEVE
1048847,STEVEN
1050155,STEVEN'S MOTHER
1049880,TABITHA SOREN
1049000,THE DOORBELL RINGS
1052844,TONY/CABLE GUY
1050495,WAITRESS
1051155,WOMAN
