Id,Label
3647373,AGAIN
3646180,AND DON'T DELAY
3647371,AND I STICKS OUT MY CHEST
3647372,AND I'M OFF TO THE RACES
3645588,AND OUR RANKS WILL GROW
3646169,AND SEIZE THE DAY
3647364,AND SOMETIMES THERE'S
3645538,AND THE WORLD WILL KNOW
3647257,AUDIENCE
3647703,BAILIFF
3649728,BARBER
3643723,BOOTS
3648935,BUT
3647366,BUT I ALWAYS LANDS ON MY
3647105,CHIEF
3643621,CHORUS
3646575,COP
3643518,CRUTCHY
3643670,DAVID
3645769,DENTON
3649005,DENTON/JACK
3646179,DON'T BE AFRAID
3644886,ESTHER
3645053,FAMILY
3647367,FEET
3647361,HIGH TIMES, HARD TIMES
3643509,JACK
3644055,JACK'S GROUP NEWSIE GROUP
3649016,JACK/DENTON DAVID/SARAH
3645202,JONATHAN
3647734,JUDGE
3643599,KID BLINK
3643502,KLOPPMAN
3643674,LES
3644895,MAYER
3647099,MAYOR
3644728,MEDDA
3644864,MOB
3647712,MONAHAN
3644152,MORRIS
3643556,MUSH
3643546,NEWSIE
3643976,NEWSIE GROUP #1
3643978,NEWSIE GROUP #2
3643437,NEWSIES
3647365,NOTHIN' TO EAT
3643690,OFFICER
3643996,ON THE CORNER
3646168,OPEN THE GATES
3644023,OSCAR
3646087,PIE EATER
3644362,PULITZER
3645510,PULITZER AND HEARST
3643528,RACETRACK
3643990,RECKONED
3645122,SANTA FE
3644952,SARAH
3643985,SECOND
3644376,SEITZ
3646150,SEIZE THE DAY
3643618,SKITTERY
3643531,SNIPESHOOTER
3644599,SNYDER
3647368,SO WHEN THERE'S DRY TIMES
3647362,SOMETIMES THE LIVIN' IS
3648922,SORRY
3645927,SPOT
3643952,STATION
3647363,SWEET
3646319,TENPIN
3646518,THUG #1
3648961,WE'RE AT THE POINT OF NO
3644181,WEASEL
3645554,WHAT'S IT GONNA TAKE
3645601,WHEN THE CIRCULATION BELL
3644479,WOMAN
