Id,Label
5061287,AGENT MILES
5061271,AGENT SHERMAN
5061166,AT THE CROW'S NEST
5062797,BAR MAN
5058730,BLACK MAN
5059834,BROOKS
5061139,CALLER
5058670,CARL
5061173,CHASING HAWK
5059615,CLEAR MOON
5058914,COOCH
5059356,CROW HORSE
5059802,DENNIS
5061670,DOWN BELOW
5059836,FBI
5058741,FENCE MAN
5060942,GRANDPA
5058875,INTERCOM
5062893,LITTLE BOY
5062884,LITTLE GIRL
5060560,LOOKS TWICE
5058761,LOUIS
5061400,MAGGIE
5060272,MAISY
5059222,MILES
5063056,NO
5059286,ON THE GROUND
5062711,RANCHER
5062726,RANCHER'S SON
5058673,RAY
5059950,RECORDER
5062251,SA MILES
5062200,SA SHERMAN
5059233,SHERMAN
5064073,SOUND
5060231,THE BADLANDS
5058878,TULLY
5059711,WHITE LOCAL
5061280,YELLOW BIRD
