Id,Label
4036421,ANNIE
4038624,BEK BEK
4035317,BOB
4041590,CAPTAIN
4041433,CHUCK
4039343,CLASS
4035055,CO-WORKER #1
4036414,DEBBIE
4035000,DOORMAN
4041526,FLIGHT ATTENDANT
4036715,GEOFFREY
4037169,GERTRUDE
4036450,GRANDMA ANNIE
4036257,HANDSOME MAN
4037570,HANK
4035021,JILLIAN
4037643,MAGUIRE
4034995,MARGARET
4036570,MARGARET RICHARD
4037580,MC
4035516,MR GILBERTSON
4039272,MRS WHITING
4040415,OK
4040332,ON THE BOAT
4041436,PILOT
4039218,PIRATE
4037600,RAMONE
4034887,RICHARD
4039688,SHAMAN
4034892,SIMONE
4038705,WORKER
