Source,Target,Weight
2825944,2823957,2.0
2825944,2823766,1.0
2825944,2823353,5.0
2825944,2823379,1.0
2825944,2824315,1.0
2825944,2828177,2.0
2825944,2825664,5.0
2828729,2828734,1.0
2828729,2828737,1.0
2826396,2826502,1.0
2826396,2832265,1.0
2826396,2825664,1.0
2824029,2823350,1.0
2824029,2823353,1.0
2824029,2823379,1.0
2824029,2824032,1.0
2832829,2832801,1.0
2832829,2823350,1.0
2833005,2833020,1.0
2824663,2824656,1.0
2823510,2823350,1.0
2823510,2823353,1.0
2830339,2823353,1.0
2823957,2826865,1.0
2823957,2829281,1.0
2823957,2823986,1.0
2823957,2824095,1.0
2823957,2823350,12.0
2823957,2823766,1.0
2823957,2823353,6.0
2823957,2828876,1.0
2823957,2827361,1.0
2823957,2823379,1.0
2823957,2825014,3.0
2823957,2828177,2.0
2823457,2823350,1.0
2823457,2823464,1.0
2825046,2823957,1.0
2825046,2823353,1.0
2831269,2825944,1.0
2831269,2823957,1.0
2831269,2823353,1.0
2831269,2823813,1.0
2831269,2825664,1.0
2832275,2832265,1.0
2828750,2823957,1.0
2828750,2823350,1.0
2828750,2828876,1.0
2828750,2823989,1.0
2828750,2828177,1.0
2825002,2823957,1.0
2825002,2825046,1.0
2825002,2823353,1.0
2825002,2825014,1.0
2830136,2830155,1.0
2826502,2823350,1.0
2823986,2823989,1.0
2826911,2826865,1.0
2832265,2825944,1.0
2832265,2832350,1.0
2832265,2832758,1.0
2832265,2832400,1.0
2832265,2827651,1.0
2832265,2825664,1.0
2830244,2830315,1.0
2830244,2823350,1.0
2830244,2830248,1.0
2824289,2823957,1.0
2824289,2823350,1.0
2824289,2823353,1.0
2824289,2824315,1.0
2824095,2828535,1.0
2824095,2826865,2.0
2824095,2826911,1.0
2824095,2823350,4.0
2824095,2823353,3.0
2824095,2825014,1.0
2832801,2823350,1.0
2830578,2830248,1.0
2834005,2823350,1.0
2834005,2830155,1.0
2823862,2823957,1.0
2823862,2823875,1.0
2828720,2828729,1.0
2828720,2828734,1.0
2828720,2828737,1.0
2827311,2825664,1.0
2823829,2825944,1.0
2823829,2832400,2.0
2823829,2823766,1.0
2823829,2823843,1.0
2832350,2825944,1.0
2832350,2825664,1.0
2833637,2827311,1.0
2824779,2830507,1.0
2824779,2823353,1.0
2832826,2832829,1.0
2832826,2832801,1.0
2832826,2823350,1.0
2824516,2823350,3.0
2824516,2824621,1.0
2824516,2823766,4.0
2830507,2830578,1.0
2830507,2823350,1.0
2830507,2830676,1.0
2830507,2823464,1.0
2830507,2830248,1.0
2823350,2825944,6.0
2823350,2826396,2.0
2823350,2833005,1.0
2823350,2824663,1.0
2823350,2833316,1.0
2823350,2828535,1.0
2823350,2826865,1.0
2823350,2830339,1.0
2823350,2824656,1.0
2823350,2825046,1.0
2823350,2831269,1.0
