Id,Label
2910670,ACK
2916288,AISLE
2909400,ANN
2909699,ASSISTANT
2909432,AUDE
2910833,AWAY
2910826,BRUCE
2915803,BUILDINGS
2916657,CABBIE
2916853,CAPTAIN
2911048,CHOY
2916784,COMMANDER
2912320,CREWMAN
2909719,DENHAM
2915480,DROP
2909728,ELMAN
2910512,ENGLEHORN
2913338,EQUIPMENT
2909634,ESTON
2915130,EYES
2912767,FACE
2909391,HARRY
2910463,HAYES
2912307,HELMSMAN
2911324,HERB
2911302,IKE
2913823,IMMY
2910652,JACK
2911150,JIMMY
2916985,KONG
2911347,LUMPY
2909424,MANNY
2909407,MAUDE
2911374,MIKE
2909840,PRESTON
2909950,RESTON
2910862,RUCE
2915784,SAILOR
2911921,SILENCE
2909781,SLEAZY INVESTOR
2909414,TAPS
2909710,THUGGISH INVESTOR
2911148,UP
2910218,VENDOR
2910636,WALKER
2909587,WESTON
2912208,WHEELHOUSE DOOR
2910028,YORK
2909929,YOUNG ASSISTANT
2909696,ZELMAN
