Id,Label
3740806,BODYGUARD
3738943,BOUNCER
3738601,BRANDI
3739221,BRUCE
3742602,CHARLES
3742444,COP #1
3743692,DENNIS
3739236,DEPARTMENT STORE MANAGER
3739350,DETECTIVE HARRISON
3743339,DUDE
3738400,FEMALE REPORTER
3741771,FLOWER SALESMAN
3742335,GANG MEMBER #1
3742386,GANG MEMBER #2
3737932,HECTOR
3740258,HOT CLERK
3737850,JANITOR
3742291,KID
3743846,MALE
3737817,MARK
3738738,MOM
3738178,NELL
3742004,POLICEMAN
3742828,PSYCHOLOGIST
3737841,RECEPTIONIST
3737916,RONNIE
3738510,SADDAMN
3740372,SALESMAN
3741061,SLICK SALESMAN
3737922,STEVIE
3738075,WALKIE VOICE
