Source,Target,Weight
4108364,4104865,1.0
4108364,4108391,1.0
4104488,4103896,1.0
4106219,4106281,1.0
4106219,4106251,1.0
4106219,4106259,1.0
4106219,4104865,1.0
4106219,4106269,1.0
4104525,4104152,1.0
4104004,4103896,3.0
4104004,4104204,2.0
4104004,4103893,1.0
4103946,4103975,1.0
4103975,4104152,1.0
4103975,4104148,1.0
4106640,4103900,3.0
4106640,4106645,1.0
4106640,4103896,1.0
4107518,4103896,1.0
4103900,4104152,3.0
4103900,4104148,3.0
4103900,4103896,11.0
4103900,4103885,1.0
4104152,4104148,9.0
4104152,4103896,3.0
4106251,4106281,1.0
4106251,4106259,1.0
4106251,4106269,1.0
4106259,4106281,1.0
4106259,4106269,1.0
4104148,4103896,3.0
4106645,4103900,1.0
4106645,4103896,4.0
4106645,4106811,1.0
4109389,4104152,1.0
4109389,4104148,1.0
4103896,4103946,1.0
4103896,4106811,1.0
4103896,4103885,1.0
4103896,4103893,1.0
4104175,4103896,1.0
4104865,4106281,1.0
4104865,4103900,1.0
4104865,4106251,1.0
4104865,4106259,1.0
4104865,4105185,1.0
4104865,4103896,2.0
4104865,4106269,1.0
4106184,4106219,1.0
4106184,4106281,1.0
4106184,4106251,1.0
4106184,4106259,1.0
4106184,4104865,1.0
4106184,4106269,1.0
4104204,4103896,2.0
4108315,4104865,1.0
4108391,4104865,1.0
4106269,4106281,1.0
4103893,4103900,1.0
