ID,Title,IMDB_id,ReleaseDate,Characters,Edges
704,The Saint,tt0120053,1997,53,115
705,The Salton Sea,tt0235737,2002,28,55
706,The Sandlot,tt0108037,1993,39,230
707,Save the Last Dance,tt0206275,2001,33,93
708,Saving Private Ryan,tt0120815,1998,34,227
710,Scarface,tt0086250,1983,49,157
712,Schindler's List,tt0108052,1993,45,76
713,Scream,tt0117571,1996,26,69
714,Scream 2,tt0120082,1997,43,186
715,Scream 3,tt0134084,2000,30,124
716,Se7en,tt0114369,1995,49,100
717,The Searchers,tt0049730,1956,40,152
718,Semi-Pro,tt0839980,2008,56,275
719,Sense and Sensibility,tt0114388,1995,25,128
720,Serenity,tt0379786,2005,39,158
721,Serial Mom,tt0111127,1994,48,167
723,Sex and the City,tt0159206,1998,46,117
724,"Sex, Lies, and Videotape",tt0098724,1989,10,25
725,Sexual Life,tt0376874,2005,28,56
727,Shakespeare in Love,tt0138097,1998,47,219
728,Shallow Grave,tt0111149,1994,16,27
729,Shampoo,tt0073692,1975,44,209
730,The Shawshank Redemption,tt0111161,1994,35,136
731,She's Out of My League,tt0815236,2010,56,192
732,Sherlock Holmes,tt0988045,2009,33,69
733,The Shining,tt0081505,1980,21,48
734,The Shipping News,tt0120824,2001,29,63
735,They Came from Within,tt0073705,1975,16,30
737,Sideways,tt0375063,2004,41,119
738,The Siege,tt0133952,1998,45,132
739,Signs,tt0286106,2002,21,51
740,The Silence of the Lambs,tt0102926,1991,35,78
741,Silver Bullet,tt0090021,1985,29,54
742,S1m0ne,tt0258153,2002,48,116
743,Sister Act,tt0105417,1992,51,217
744,The Sixth Sense,tt0167404,1999,24,41
745,Sleepless in Seattle,tt0108160,1993,53,154
746,Sleepy Hollow,tt0162661,1999,30,84
747,Sling Blade,tt0117666,1996,31,83
748,Slither,tt0439815,2006,31,88
749,Slumdog Millionaire,tt1010048,2008,39,95
750,Smokin' Aces,tt0475394,2006,49,180
751,Snatch,tt0208092,2000,35,133
753,Snow Falling on Cedars,tt0120834,1999,39,87
754,So I Married an Axe Murderer,tt0108174,1993,53,154
755,Solaris,tt0307479,2002,5,10
756,Soldier,tt0120157,1998,26,82
757,Someone to Watch Over Me,tt0094008,1987,25,60
758,Something's Gotta Give,tt0337741,2003,28,128
760,Spanglish,tt0371246,2004,24,71
761,Spare Me,tt0108200,1994,27,94
762,Meet the Spartans,tt1073498,2008,54,154
764,Speed Racer,tt0811080,2008,76,274
765,Sphere,tt0120184,1998,15,38
766,Spider-Man,tt0145487,2002,37,113
767,Star Trek,tt0060028,1966,57,177
768,Star Trek II: The Wrath of Khan,tt0084726,1982,25,107
769,Star Trek: First Contact,tt0117731,1996,30,79
770,Star Trek: Generations,tt0111280,1994,41,162
771,Star Trek: Insurrection,tt0120844,1998,21,75
772,Star Trek: The Motion Picture,tt0079945,1979,28,104
773,Star Wars: Episode IV - A New Hope,tt0076759,1977,42,124
774,Star Wars: Episode II - Attack of the Clones,tt0121765,2002,47,148
775,Star Wars: Episode VI - Return of the Jedi,tt0086190,1983,32,84
777,Star Wars: Episode V - The Empire Strikes Back,tt0080684,1980,37,82
779,Starman,tt0088172,1984,38,96
780,Starship Troopers,tt0120201,1997,49,187
781,State and Main,tt0120202,2000,42,208
782,Station West,tt0040835,1948,30,101
783,Stepmom,tt0120686,1998,21,40
784,The Sting,tt0070735,1973,36,113
785,Stir of Echoes,tt0164181,1999,32,116
786,Storytelling,tt0250081,2001,21,43
787,Strange Days,tt0114558,1995,38,103
788,Strangers on a Train,tt0044079,1951,50,197
790,Sugar,tt0990413,2008,45,129
791,Sugar & Spice,tt0186589,2001,40,124
792,Sunset Blvd.,tt0043014,1950,35,75
793,Sunshine Cleaning,tt0862846,2008,30,59
794,Superbad,tt0829482,2007,35,94
797,The Surfer King,tt0418206,2006,30,60
798,Suspect Zero,tt0324127,2004,27,50
799,The Sweet Hereafter,tt0120255,1997,18,38
800,Sweet Smell of Success,tt0051036,1957,37,111
801,Swingers,tt0117802,1996,22,74
802,Swordfish,tt0244244,2001,28,51
803,"Synecdoche, New York",tt0383028,2008,71,264
804,Taking Lives,tt0364045,2004,29,55
805,Taking Sides,tt0260414,2001,19,45
806,The Talented Mr. Ripley,tt0134119,1999,22,42
808,Taxi Driver,tt0075314,1976,22,57
809,The Terminator,tt0088247,1984,32,52
810,Terminator 2: Judgment Day,tt0103064,1991,26,57
811,Terminator Salvation,tt0438488,2009,31,98
812,Thelma & Louise,tt0103074,1991,20,43
814,They,tt0283632,2002,2,1
815,The Thing,tt0084787,1982,21,126
816,Thirteen Days,tt0146309,2000,48,146
817,This Boy's Life,tt0108330,1993,30,64
818,Three Kings,tt0120188,1999,40,176
819,Kings of the Turf,tt0033788,1941,9,16
820,3 Men and a Baby,tt0094137,1987,43,147
821,The Three Musketeers,tt0108333,1993,32,120
822,Thunderheart,tt0105585,1992,39,154
824,Timber Falls,tt0857295,2007,9,24
825,The Time Machine,tt0268695,2002,12,22
826,Tin Cup,tt0117918,1996,33,123
827,The Day After Tomorrow,tt0319262,2004,42,171
828,Titanic,tt0120338,1997,70,299
829,TMNT,tt0453556,2007,32,202
830,To Sleep with Anger,tt0100791,1990,30,115
831,Tombstone,tt0108358,1993,48,337
832,Tomorrow Never Dies,tt0120347,1997,75,217
833,Top Gun,tt0092099,1986,34,167
834,Total Recall,tt0100802,1990,41,85
835,The Tourist,tt1243957,2010,19,46
836,Toy Story,tt0114709,1995,39,204
837,Traffic,tt0181865,2000,68,131
839,Trainspotting,tt0117951,1996,22,60
840,The Transformers: The Movie,tt0092106,1986,63,591
841,Tremors,tt0100814,1990,16,74
843,TRON,tt0084827,1982,27,111
844,Tropic Thunder,tt0942385,2008,44,219
846,True Lies,tt0111503,1994,29,59
847,True Romance,tt0108399,1993,43,237
848,The Truman Show,tt0120382,1998,44,87
849,Twilight,tt1099212,2008,31,135
850,New Moon,tt1259571,2009,36,130
851,Twin Peaks,tt0098936,1990,56,144
852,Dead Ringers,tt0094964,1988,45,99
853,Two for the Money,tt0417217,2005,40,103
854,U Turn,tt0120399,1997,20,52
855,Unbreakable,tt0217869,2000,30,60
857,Up,tt1049413,2009,22,49
858,Up in the Air,tt1193138,2009,27,47
859,The Usual Suspects,tt0114814,1995,35,130
860,V for Vendetta,tt0434409,2006,44,100
861,Valkyrie,tt0985699,2008,45,101
862,Vanilla Sky,tt0259711,2001,29,69
863,The Verdict,tt0084855,1982,42,114
865,Very Bad Things,tt0124198,1998,30,118
867,Virtuosity,tt0114857,1995,35,84
869,Wag the Dog,tt0120885,1997,60,269
870,A Walk to Remember,tt0281358,2002,20,42
871,Walking Tall,tt0351977,2004,38,142
872,Wall Street,tt0094291,1987,53,162
873,WALL-E,tt0910970,2008,34,206
874,Wanted,tt0493464,2008,25,54
875,War of the Worlds,tt0407304,2005,31,114
876,Warm Springs,tt0423510,2005,49,193
877,Watchmen,tt0409459,2009,76,201
878,We Own the Night,tt0498399,2007,57,204
879,What About Bob?,tt0103241,1991,51,134
880,What Lies Beneath,tt0161081,2000,18,32
881,When a Stranger Calls,tt0455857,2006,41,117
883,While She Was Out,tt0887971,2008,19,42
884,White Christmas,tt0047673,1954,28,114
885,White Jazz,tt0892384,2012,41,119
887,White Squall,tt0118158,1996,43,279
888,Whiteout,tt0365929,2009,24,62
889,Who Framed Roger Rabbit,tt0096438,1988,43,138
891,Wild at Heart,tt0100935,1990,41,84
892,The Wild Bunch,tt0065214,1969,55,392
893,Where the Wild Things Are,tt0386117,2009,28,88
895,Wild Wild West,tt0120891,1999,28,77
896,Willow,tt0096446,1988,39,123
899,Witness,tt0090329,1985,48,231
901,Wonder Boys,tt0185014,2000,29,86
902,The Woodsman,tt0361127,2004,15,25
904,The Wrestler,tt1125849,2008,43,81
905,The X Files,tt0120902,1998,24,41
906,X-Men,tt0120903,2000,25,91
907,X-Men Origins: Wolverine,tt0458525,2009,38,67
908,xXx,tt0295701,2002,27,60
910,Yes Man,tt1068680,2008,50,132
911,You Can Count on Me,tt0203230,2000,16,39
912,You've Got Mail,tt0128853,1998,38,96
913,Youth in Revolt,tt0403702,2009,42,129
914,Zerophilia,tt0421090,2005,14,44
