Id,Label
4346320,ANGEL
4351624,BANKER
4350333,BERNSTEIN
4346233,CHI-CHI
4347990,CHICK
4345888,CONTINUED
4350434,CONTINUED - 2
4346867,COOK
4349102,CUSTOMS OFFICER
4350962,DOCTOR
4347891,ELVIRA
4347863,ERNIE
4353218,FEMALE COP
4347906,FRANK
4349751,GABRIELLA
4348712,GINA
4348090,HEAD WAITER
4352643,INTERVIEWER
4350309,LARGE MAN
4347353,LIZARD
4347708,LOPEZ
4352179,LUIS
4345934,MAN #1
4345944,MAN #2
4345973,MAN #3
4346461,MANNY
4351220,MEL
4350978,MIRIAM
4345863,MONTANA
4351067,MUFFLED VOICE
4351944,NEWS ANCHORMAN
4351034,NICK
4345910,NO
4346902,OMAR
4350277,OWNER
4349198,SALESLADY
4349307,SALESMAN
4352209,SEIDELBAUM
4353249,SHADOW
4348133,SHEFFIELD
4352229,SIEDELBAUM
4349464,SOSA
4347232,TOAD
4345886,TONY
4346275,TRANSVESTITE
4348613,UP
4352815,VIC
4345858,VOICE #1
4345861,VOICE #2
