Source,Target,Weight
1271303,1272309,3.0
1271303,1273352,1.0
1271303,1271289,1.0
1272933,1271303,1.0
1272933,1272309,1.0
1272933,1273035,1.0
1272933,1270725,1.0
1272078,1276569,1.0
1272078,1270725,2.0
1270820,1271548,1.0
1270820,1270725,6.0
1272764,1271918,1.0
1272309,1273035,1.0
1273035,1271303,1.0
1273035,1278349,1.0
1270617,1270820,1.0
1270736,1270820,1.0
1270736,1270617,1.0
1270725,1271303,13.0
1270725,1271548,1.0
1270725,1272620,1.0
1270725,1272764,1.0
1270725,1272309,1.0
1270725,1276569,1.0
1270725,1273035,3.0
1270725,1270617,5.0
1270725,1270736,2.0
1270725,1271918,4.0
1270725,1278349,1.0
1270725,1273270,1.0
1270725,1274450,1.0
1271918,1272078,1.0
1271918,1273035,1.0
1271918,1278349,1.0
1271918,1273270,1.0
1275014,1270725,1.0
1276281,1272078,1.0
1276281,1270725,1.0
1274630,1270725,1.0
1273270,1273035,1.0
1273270,1273276,1.0
1273270,1278349,1.0
1271750,1271303,2.0
1271750,1270725,1.0
