Id,Label
4792990,ANN
4799167,BAILIFF
4798177,BARTENDER
4799416,BELLHOP
4793083,BILL
4793855,BOB
4794636,CAL
4792996,CARLA
4793922,CHUCKIE
4794445,CLAIRE
4793404,COSTUME DESIGNER
4793075,DOC WILSON
4792962,DOUG
4793789,ELECTRICIAN
4793368,FIRST AD
4795783,GIRL ON A SCOOTER
4799674,HOWIE
4793035,JACK
4793346,JOE
4799180,JUDGE
4799330,KID ON SCOOTER
4795972,LITTLE KID
4795723,MARTY
4793028,MAUDE
4793358,MAYOR
4792933,MORRIS
4794667,OWNER
4796778,PAINTER
4795183,POSTMAN
4795465,PROD ASST
4798275,SALESMAN
4793193,SCOTT
4793373,SECRETARY
4795092,SHERRY
4792936,SPUD
4799445,STATION MASTER
4799597,TECHNICIAN
4793071,TOWNSMAN
4798850,TROOPER
4798822,TV REPORTER
4793132,UBERTO
4793087,WALT
