Id,Label
3050906,BANK GIRL
3050000,BARMAN
3053125,BARTENDER
3049566,BEN
3053171,BIKER
3053148,BIKER GIRL
3054504,BLACK DRIVER
3054015,BLONDE
3050194,BRAD
3051753,CONVENTIONEER
3053785,DESK-CLERK
3049738,FIRST BUSINESSMAN
3050177,GIRL
3050791,HISPANIC GIRL
3049931,HOSTESS
3052535,HUSBAND
3053464,MAN
3049579,MARC
3050758,NEIGHBOR
3054151,OTHER COLLEGE BOY
3054289,OTHER VOICE
3049569,PETER
3050514,PRETTY WOMAN
3049789,SECOND BUSINESSMAN
3054449,SECURITY GUARD
3049804,SERA
3050079,SIMPSON
3054128,SMALLEST COLLEGE BOY
3054115,TALLEST COLLEGE BOY
3050643,WAITRESS
3049752,WEIRD WOMAN
3052542,WIFE
3050030,WOMAN
3049729,YURI
