Id,Label
2878824,ACROSS THE ROOM
2875907,ADELE
2877628,ANGLE UNDER THE TABLE
2878368,AT THE CAR
2875871,AT THE FRONT DOOR
2877457,AT THE SWING SET
2878373,ATTENDANT
2875327,BRIAN
2875593,CARL
2875639,CAROL
2875461,CARRIE
2875601,CLAUDIA
2875537,CLOSER
2877779,DARKNESS
2876492,DIEBOLD
2875817,EARLY
2875715,ERIC
2880504,FEMALE OFFICER
2877437,GIRL
2875564,KIM
2877174,LABORER
2879154,LIVING ROOM
2880501,MALE OFFICER
2880882,MR MUSGRAVE
2880819,MRS MUSGRAVE
2876033,NEWSCASTER
2879676,NEWSMAN
2875833,OLD MAN
2875693,OMITTED
2880578,ON BRIAN
2880132,ON BRIAN AND EARLY
2878113,ON CARRIE
2878225,ON EARLY
2876878,ON EARLY AND ADELE
2878415,ON EARLY AND BRIAN
2876235,PAROLE OFFICER
2875631,PETER
2877133,POLICE OFFICER
2880587,POLICE RADIO
2876626,RITA
2879597,THE LINCOLN
2875820,WAITRESS
2878834,YOUNG CRACKER
