Id,Label
3525384,ALICE
3528429,ANNOUNCER
3527000,ASSISTANT
3528350,BAZOOM TOY REP
3524703,BEAUTIFUL FAN
3525247,BULL
3526857,CLARISSA
3529251,COP
3526288,CYCLOPS
3526961,DEATH
3526931,DEATH'S ASSISTANT
3528732,DETECTIVE
3525359,DOCTOR
3525562,DR EDELSTEIN
3525923,EARL
3527563,EDGAR ALLAN POE
3525635,EMCEE
3528199,FEMALE BABOON
3526730,FRED
3525659,GEORGE
3526196,GORGON
3529142,GUEST
3526220,HAND WOMAN
3529339,HEAD SURGEON
3524671,HERB
3526849,HUTCH
3526443,HYPNOS
3527588,JACK THE RIPPER
3524747,JULIE
3526238,JUMBO
3525524,KIMMY
3525775,KITTY
3526716,LULU
3524496,MISS HUDLAPP
3524433,MONKEYBONE
3525348,NURSE
3525941,PATRON
3525137,RABBIT
3527933,RASPUTIN
3527609,RAT GUARD
3525920,REAPER
3528067,REPORTER
3524612,SHRINK
3525132,SNAKE
3524491,STANLEY
3527569,STEPHEN KING
3524696,STU
3527032,STU MONKEYBONE
3527524,STU-BONE
3524992,TEENAGE GIRL
3527566,TYPHOID MARY
3525368,WOMAN
