Id,Label
5048100,AGENT
5047588,AGENT #1
5050691,BLONDE
5049627,BRUNETTE
5044948,BUSINESSMAN
5050521,CAB DRIVER
5045261,CARL
5049906,CAROLINE
5048665,CHIEF
5049863,CHRISTIE
5045973,CLERK
5050827,CO-PILOT
5047320,COP #1
5047366,COP #2
5044916,GIRL
5045089,GRATON
5050753,GUARD
5044875,JACK
5045673,JAY
5049887,JAY'S WIFE
5045665,JERRY
5050039,JERRY'S WIFE
5046244,MANAGER
5048991,MARGIE
5045177,MICHAEL
5049078,MRS BRETSAWS
5045267,NATALIE
5045213,NICOLE
5044890,PAUL
5045220,PETER
5048215,PUNK
5046976,PUNK #1
5047220,PUNK #2
5045646,RON
5045719,SECRETARY
5045173,SOPHIA
5049014,STEVE
5046203,STOCK CLERK
5046006,STORE CLERK
5045842,SYLVIA
5046105,WOMAN #1
5046121,WOMAN #2
5051086,YOUNG MAN
