Id,Label
3518861,AHEAD OF THEM
3521720,ALL THREE
3518508,AMBASSADOR
3519672,ANGLE ON MONITOR
3521967,ANGLE ON TERRI
3518492,BECK
3517767,BOBBY
3517480,CHILDREN
3519801,COMPUTER
3517606,COTE
3517709,DEBRA
3523677,EARTH
3521294,EVA
3521568,HIS GLOVED HANDS
3521576,HIS HANDS
3517554,KIROV
3517712,LUKE
3520072,MAGGIE
3521754,MARS
3517841,MCCONNELL
3518112,MCCONNELL'S EYES
3522021,NEW CAPCOM
3518120,OMITTED
3523154,ON THE MONITOR
3518536,ON THE SCREEN
3517464,PHIL
3517540,PRETTY GIRL
3519194,TECHNICIAN
3517598,TERRI
3518453,THE ASTRONAUTS
3518775,THE FOUR ASTRONAUTS
3521727,THE HOOK
3523721,THE MARTIAN
3520817,THE NAVIGATIONAL MONITOR
3518417,THE SCREEN
3518198,VIDEO SCREEN
3518921,WIDE ANGLE
3517521,WILLIS
3517566,WOODY
3521461,WOODY AND THE REMO
