Id,Label
1637499,ALIA
1634189,BARON
1636845,CHANI
1637016,CROWDS
1634230,DOCTOR
1633488,DR YUEH
1633642,DUKE LETO
1633614,DUNCAN
1633032,EMPEROR
1634264,FEYD
1633392,GURNEY
1637491,HARAH
1635944,HARKONNEN GUARD #1
1635948,HARKONNEN GUARD #2
1633739,JESSICA
1637523,KORBA
1634977,KYNES
1634860,MAPES
1636997,MONK
1637255,MONK #1
1634592,NARRATOR
1633126,NAVIGATOR
1633306,PAUL
1634139,PITER
1635918,RABBAN
1633050,REVEREND MOTHER
1632948,REVEREND MOTHER RAMALLO
1638399,SARDAUKAR OFFICER #2
1634635,SHADOUT MAPES
1636784,STILGAR
1637869,TANKED GUILDSMAN #2
1633375,THUFIR
1635753,TROOPERS
1633510,YUEH
