Id,Label
1296586,ALL GHOSTS
1294652,BALL
1298839,BELDAM
1296565,BOY GHOST
1299374,BUT-
1295188,CAT
1291851,CHARLIE
1298563,CHASE
1291042,CORALINE
1291938,HALLWAY NEAR STAIRS
1299079,HEAD
1297351,HELP
1296241,IN
1291701,MEL
1293566,MISS FORCIBLE
1293528,MISS SPINK
1297664,MOTHER
1298090,MOUTH
1291139,MOVER 2
1291114,MR BOBINSKY
1292631,OTHER FATHER
1295427,OTHER MISS FORCIBLE
1295389,OTHER MISS SPINK
1292556,OTHER MOTHER
1294587,OTHER MR BOBINSKY
1292980,PHOTO FRIEND 1
1292987,PHOTO FRIEND 2
1293043,PULL BACK MATCH
1296595,SWEET GIRL GHOST
1298300,TAFFY MONSTER
1296533,TALL GIRL GHOST
1296457,TALL OTHER MOTHER
1291464,THEN
1291847,THROAT
1297006,TO
1292965,TOY SQUID
1295808,UP
1298192,WATER
1291397,WYBIE
1291581,WYBIE'S GRANDMOTHER
1295548,YOUNG FORCIBLE
1295559,YOUNG SPINK
