Id,Label
5601787,AIRLINE REP
5596641,ALEX
5601866,ANNOUNCER
5599496,ARAB GUY
5602218,BAD COP BOB
5596343,BANK CUSTOMER
5597997,BARTENDER
5598215,BRUTISH BOYFRIEND
5596111,CARL
5603097,CARL'S SECRETARY
5596384,CHRIS PARKER
5600366,CUBAN PROFESSOR
5602183,DEA AGENT
5596282,DUNKIN DONUTS CASHIER
5599053,FLIER GUY
5602215,GOOD COP BOB
5598809,HIGH SCHOOL GIRL
5598230,HOT GIRL
5599315,IRANIAN WOMAN
5600334,JASON
5599542,JITTERY GUY
5596106,KATH
5600257,KHATOON
5600607,LARGE MAN
5596223,LUCY
5601922,MOM
5599209,NIGERIAN KING
5596312,NORMAN
5600961,NURSE
5602106,OLD WOMAN
5596206,PETER
5601615,PRETTY KOREAN BANKER
5598367,RECEPTIONIST
5596269,RENEE
5596226,ROONEY
5599662,ROONEY'S MOM
5596956,SANJI
5599082,SEB
5598143,SENOR FROG'S DJ
5598103,SENOR FROG'S WAITRESS
5601477,SEUNG KIM
5597862,STAMP
5599377,STATIONERY PROPRIETESS
5599769,TONY
5602008,TRACTOR DRIVER
5599156,WAITER
5597265,WAITRESS
5596914,WIRY, CRUNCHY WOMAN
5603427,YOUNG THAI MAN
5601892,YOUNG WOMAN
