Source,Target,Weight
3580419,3581276,1.0
3580419,3581202,1.0
3580419,3579720,5.0
3584485,3584534,1.0
3584485,3579720,1.0
3580567,3584485,1.0
3580567,3584534,1.0
3580567,3581629,1.0
3580567,3579720,3.0
3586159,3579720,1.0
3580710,3579720,2.0
3580710,3580695,4.0
3579649,3580988,1.0
3579649,3584807,1.0
3582746,3580058,1.0
3581276,3579720,2.0
3586023,3579883,1.0
3586023,3579720,1.0
3586023,3580988,1.0
3581202,3581276,1.0
3581202,3579720,2.0
3579675,3579649,1.0
3579675,3579720,1.0
3579782,3580710,1.0
3579782,3579883,1.0
3579782,3581259,1.0
3579782,3579820,1.0
3579782,3580695,1.0
3579782,3580058,1.0
3579883,3580419,1.0
3579883,3580710,2.0
3579883,3579720,3.0
3579883,3580695,2.0
3579883,3580988,1.0
3581259,3585124,1.0
3581259,3581276,1.0
3581259,3581202,1.0
3581629,3584485,1.0
3581629,3584534,1.0
3581629,3579720,2.0
3581629,3580988,1.0
3579720,3579649,4.0
3579720,3585124,1.0
3579720,3582746,1.0
3579720,3579782,3.0
3579720,3581259,3.0
3579720,3584534,1.0
3579720,3579903,2.0
3579720,3579820,1.0
3579720,3580695,2.0
3579720,3580058,10.0
3579720,3584807,1.0
3579903,3585124,1.0
3579903,3581259,1.0
3579820,3579883,1.0
3580058,3580710,1.0
3580058,3580695,1.0
3580988,3579720,7.0
