Id,Label
3431217,BAD GUY
3428769,BAFFERT
3433373,CABBY
3432511,CABLE CAR
3432566,CADILLAC
3430417,CLARENCE
3433615,DAVE
3428666,DISPATCHER
3432305,DOWN ON THE STREET
3428920,EARL
3433721,FIREMAN
3428879,FORBES
3434657,FRANK
3431551,GAMBLER
3430372,GREG
3434008,HAWKINS
3432767,INSIDE THE CAR
3432665,INTERSECTION
3431036,INVESTIGATOR
3434249,JAIL GUARD #1
3434269,JAIL GUARD #2
3429096,JENNINGS
3428722,KIMURA
3429852,KORDA
3428935,MANAGER
3428883,MCCALL
3433572,NURSE HERRIN
3430701,OFFICER #1
3433554,OFFICER #4
3429679,OMITTED
3431606,ON THE TRACK
3430798,RAYMOND
3429335,REPO MAN
3429244,RONNIE
3428651,ROPER
3430598,SERGEANT
3429381,SOLIS
3432719,STREET
3432083,SWAT CAPTAIN
3432554,THE CABLE CAR
3432429,THE CADILLAC
3435406,THE CAR
3435440,THE GEARBOX
3435421,THE LATHE
3432483,THE STREET
3435665,THE TRUCK
3432418,THE VAN
3428645,TRACK ANNOUNCER
3433520,VET #1
3434056,WAITER
3433629,WALTER
3430794,WIFE
3434274,WOMAN
3432135,WOMAN CUSTOMER
