Id,Label
5462610,ACME
5464141,AGENT
5462205,ANGELO
5461863,ASSISTANT
5461675,BABY HERMAN
5462379,BETTY BOOP
5464513,BLACKOUT
5464108,BUGS BUNNY
5462055,CONDUCTOR
5462145,COWBOY
5461770,DIRECTOR
5462162,DOLORES
5462969,DOOM
5462427,DROOPY
5464716,EARL
5464297,FOGHORN LEGHORN
5462901,FORENSIC #1
5464386,GARDENER
5462296,GEEZER
5463089,GOPHER
5462251,GORILLA
5461644,IN
5462469,JESSICA RABBIT
5466388,JIMINY CRICKET
5462085,KID
5462822,LT SANTINO
5461849,MAROON
5464772,MOMMY
5463857,NEWSCASTER
5465583,PARTNER
5462322,PENGUIN
5466381,RADIO ANNOUNCER
5465516,ROADSTER
5461682,ROGER RABBIT
5462140,SOLDIER
5461616,THIRD DRAFT
5464307,TOONS
5463257,TROLLEYMAN
5461876,VALIANT
5463703,WEASLE
5463759,WEASLE #1
5463818,WEASLE #2
5466421,WOLF
