Id,Label
2922845,AN EXECUTIVE
2917397,BOYFRIEND
2919689,CAB DRIVER
2923318,CAMERAMAN
2919996,CATHY LONG
2917277,CELESTE
2917412,CHAUFFEUR
2918573,COOK
2922867,CROCKETT
2920568,DOORMAN
2920579,DRIVER
2917940,EDDIE
2924226,FIRST FRIEND
2917485,FIRST GIRL
2924247,FIRST PLAINCLOTHESMAN
2917906,GIRL
2924207,HALF-STEWED MAN
2924214,HALF-STEWED WOMAN
2921482,JONNO
2917518,LANGFORD
2920610,LARRY
2917264,MAE
2917268,MAN
2918035,MARSHA
2924081,MOUSY MAN
2920887,OFFICIAL
2922838,PATTEN
2917379,POLICEMAN
2917284,PUPKIN
2919765,RECEPTIONIST
2918090,RITA
2924180,SECOND FRIEND
2922535,SECRETARY
2917281,SIDNEY
2921744,SINATRA
2923341,STAGE MANAGER
2922538,THOMAS
2917791,VINCENT
2917826,WAITER
2920896,WIRTZ
2919308,WOMAN
2917394,YOUNG GIRL
2919246,YOUNG MAN
