Id,Label
2029502,ACTRESS
2025739,ASSISTANT
2025595,BAER
2029433,BARMAID
2027341,BARNETT
2025071,BARTENDER
2027611,BELLHOP
2024582,BERNARD SHAW
2027066,CABBIE
2027083,CABBIE/RASTA
2029601,CHINESE WOMAN
2024142,CHRISTINE
2028338,CLERK
2027481,CRS-MAN
2025422,CYBERSHAW
2025196,CYNTHIA
2027798,DAD
2024161,DAVID
2027618,DESK CLERK
2028761,DESK SERGEANT
2025531,DRIVER
2024405,ELIZABETH
2024658,FEINGOLD
2027358,GALLO
2029788,GATE GUARD
2027165,GIRL
2027713,IMPOUND WORKER
2027660,JACK
2025052,JOHN
2025175,LAWYER
2027570,MANAGER
2024083,MARIA
2027765,MR KAMINSKY
2025478,OPERATOR VOICE
2026134,PARAMEDIC #1
2028839,PAWN SHOP OWNER
2025056,PETE
2027023,PHONE VOICE
2025163,PLYMPTON
2029219,PUNK
2030095,RADIO VOICE
2030197,RASTA
2025528,RASTA MAN
2024637,RECEPTIONIST
2025914,RONNIE
2024036,SCHUYLER
2029833,SECURITY MAN
2029255,TRANSIT COP
2028799,WORKER
