Source,Target,Weight
864847,864915,1.0
864847,864853,1.0
861002,859064,4.0
861002,860993,6.0
861002,859121,5.0
861002,863945,1.0
859064,860993,9.0
859064,859853,1.0
859064,864771,1.0
859064,863541,1.0
859064,863530,1.0
859064,862943,2.0
859064,861723,1.0
860993,859121,14.0
860993,862932,2.0
860993,859853,1.0
860993,863541,1.0
860993,863530,1.0
859121,859064,21.0
859121,862932,1.0
859121,859853,2.0
859121,864771,1.0
859121,863541,1.0
859121,863530,1.0
862932,859064,2.0
864915,861002,1.0
864915,859064,1.0
864853,864915,1.0
863453,859064,1.0
863453,860993,1.0
863453,859121,1.0
863453,863541,1.0
863453,863530,1.0
863530,863541,1.0
862943,860993,1.0
862943,859121,2.0
862943,862932,2.0
861723,860993,1.0
861723,859121,1.0
