Source,Target,Weight
854055,854127,1.0
854055,854090,1.0
854055,854024,1.0
854055,854072,1.0
854055,854066,1.0
854055,851929,1.0
854917,853310,1.0
854851,853523,1.0
854851,851929,1.0
852461,853870,1.0
852461,853923,1.0
852461,852477,1.0
852461,853910,1.0
852461,852522,1.0
852461,852055,1.0
852461,852511,1.0
852461,852467,1.0
857252,852461,1.0
857252,853870,1.0
857252,853923,1.0
857252,853910,1.0
855874,855897,1.0
855874,855985,1.0
855874,852078,1.0
855874,856846,1.0
855874,852679,1.0
855874,857586,1.0
855874,856059,1.0
854127,852455,1.0
855853,855874,1.0
855853,855897,1.0
855853,855985,1.0
855853,852078,1.0
855853,852679,1.0
855853,856059,1.0
853523,854024,1.0
853523,853427,1.0
853523,853647,1.0
853523,851929,3.0
853523,852055,1.0
853523,854863,1.0
855897,855985,1.0
855897,852679,1.0
855897,856059,1.0
855985,856059,1.0
854649,854851,1.0
854649,853523,1.0
854649,854677,1.0
853326,853217,1.0
853326,855502,1.0
853326,853307,1.0
853326,852055,1.0
853326,856465,1.0
854677,854917,1.0
854677,854851,1.0
854677,853523,1.0
854677,854024,1.0
854677,853307,1.0
854677,853310,1.0
858657,853523,1.0
858657,858718,1.0
854090,854127,1.0
854090,854024,1.0
854090,851929,1.0
852123,852352,1.0
852123,853427,1.0
852123,852055,3.0
853923,853870,1.0
853923,853910,1.0
852477,852522,1.0
852477,852055,1.0
852477,852511,1.0
854024,854917,1.0
854024,854851,1.0
854024,854127,1.0
854024,853310,1.0
854024,852055,1.0
854024,854863,1.0
852557,851929,1.0
852557,852522,1.0
852557,852055,1.0
853462,855411,1.0
853462,853307,3.0
853462,853427,4.0
853462,853310,1.0
853462,852055,1.0
855477,853307,1.0
854072,854127,1.0
854072,854090,1.0
854072,854024,1.0
854072,851929,1.0
854066,854127,1.0
854066,854090,1.0
854066,854024,1.0
854066,854072,1.0
854066,851929,1.0
858718,853523,2.0
858718,854024,1.0
858718,851929,2.0
858718,852055,2.0
858718,854863,1.0
853217,853523,1.0
853217,858657,1.0
853217,858718,1.0
853217,855502,1.0
853217,853254,1.0
853217,853310,1.0
853217,856465,1.0
852078,855897,1.0
852078,855985,1.0
852078,852352,2.0
852078,852679,1.0
852078,856059,1.0
852078,851929,2.0
852078,855812,1.0
855502,853462,1.0
855502,853307,2.0
855502,853427,2.0
855502,856465,1.0
853307,855411,1.0
853307,854917,1.0
853307,857891,1.0
853307,853523,2.0
853307,858657,1.0
853307,854024,2.0
853307,858718,2.0
853307,853217,2.0
853307,852679,3.0
853307,853647,1.0
853307,851929,2.0
853307,852055,2.0
853307,856465,1.0
853307,854863,2.0
853254,853326,1.0
853254,853307,1.0
853254,853310,1.0
856846,852461,1.0
856846,857252,1.0
856846,853870,1.0
856846,853923,1.0
856846,856858,1.0
856846,853910,1.0
856846,857586,1.0
856846,852522,1.0
856846,852055,1.0
856858,852522,1.0
856858,852055,1.0
852679,853523,1.0
852679,855985,1.0
852679,858657,1.0
852679,858718,1.0
852679,853217,1.0
852679,855502,1.0
852679,856059,1.0
852679,851929,2.0
852679,852970,1.0
852679,854493,1.0
852679,852455,1.0
853427,855411,1.0
853427,853307,4.0
853427,853647,1.0
853427,853310,1.0
853427,852055,4.0
853910,853870,1.0
856837,856846,1.0
856837,856858,1.0
856837,852522,1.0
856837,852055,1.0
856837,852191,1.0
851929,857891,1.0
851929,852461,1.0
851929,857252,1.0
851929,855874,1.0
851929,854127,1.0
851929,854649,1.0
851929,852352,2.0
851929,853870,3.0
851929,854677,1.0
851929,858657,1.0
851929,852123,1.0
851929,853923,2.0
851929,854024,5.0
851929,853217,1.0
851929,855502,1.0
851929,857943,1.0
851929,856846,2.0
851929,853910,2.0
851929,857586,1.0
851929,854424,1.0
851929,854427,1.0
851929,852191,1.0
852148,852352,1.0
852148,852078,1.0
852148,852191,1.0
852522,851929,1.0
853310,855411,1.0
853310,853326,1.0
853310,853307,3.0
854238,851929,1.0
852970,852055,1.0
855812,855874,1.0
855812,855853,1.0
855812,855897,1.0
855812,855985,1.0
855812,852679,1.0
855812,856059,1.0
852055,855874,1.0
852055,855853,1.0
852055,855897,1.0
852055,855985,1.0
852055,852352,4.0
852055,858657,1.0
852055,853217,1.0
852055,852078,7.0
852055,855502,3.0
852055,852679,10.0
852055,856059,1.0
852055,851929,7.0
852055,852148,3.0
852055,852522,3.0
852055,855812,1.0
852055,856465,1.0
852055,854424,1.0
852055,854427,1.0
852055,852455,1.0
856243,853462,1.0
856243,855502,1.0
856243,853307,1.0
856243,853427,1.0
852511,852522,1.0
852511,852055,1.0
852467,852477,1.0
852467,852522,1.0
852467,852055,1.0
852467,852511,1.0
854424,854427,1.0
854863,855411,1.0
854863,854917,1.0
854863,857891,1.0
854863,854677,1.0
854863,853462,1.0
854863,853427,1.0
854863,851929,1.0
854863,853310,2.0
854863,852055,1.0
852191,852461,1.0
852191,857252,1.0
852191,853870,1.0
852191,853923,1.0
852191,856846,1.0
852191,856858,1.0
852191,853910,1.0
852191,852522,1.0
852191,852055,1.0
854493,852055,1.0
852455,852461,1.0
852455,852477,1.0
852455,852522,1.0
852455,852511,1.0
852455,852467,1.0
