Source,Target,Weight
2097809,2092420,1.0
2097809,2097061,1.0
2092831,2092888,1.0
2092831,2092955,1.0
2092831,2092974,1.0
2092289,2091540,1.0
2092289,2092295,1.0
2092289,2091480,1.0
2095508,2095919,1.0
2095508,2092694,1.0
2091540,2091755,1.0
2091540,2096396,1.0
2091540,2096381,1.0
2091540,2096389,1.0
2091540,2092227,1.0
2091540,2094481,1.0
2091540,2091745,2.0
2091540,2093351,1.0
2091540,2093544,1.0
2091540,2097250,1.0
2091540,2091577,1.0
2091540,2094175,1.0
2091540,2093227,1.0
2091540,2092403,12.0
2091540,2097047,1.0
2091540,2092064,2.0
2091540,2092295,2.0
2091540,2092014,1.0
2091540,2094361,1.0
2091540,2094952,1.0
2091540,2092184,1.0
2091540,2091480,2.0
2092278,2092289,1.0
2092278,2091540,1.0
2092278,2092759,1.0
2092278,2092436,1.0
2092278,2092295,2.0
2092278,2091480,1.0
2092759,2092831,1.0
2092759,2092436,2.0
2092759,2092888,1.0
2092759,2092815,1.0
2092759,2092955,1.0
2092759,2092706,1.0
2092759,2092974,1.0
2092436,2092831,1.0
2092436,2092289,1.0
2092436,2095508,5.0
2092436,2091540,2.0
2092436,2095919,1.0
2092436,2092888,1.0
2092436,2094762,1.0
2092436,2092815,1.0
2092436,2092955,1.0
2092436,2092694,5.0
2092436,2093544,1.0
2092436,2092403,2.0
2092436,2094808,1.0
2092436,2092974,1.0
2092436,2095264,1.0
2092436,2092420,3.0
2092436,2096338,1.0
2092436,2092295,1.0
2092436,2092014,1.0
2092436,2097694,1.0
2092436,2092465,1.0
2092436,2096286,1.0
2092436,2097742,1.0
2092436,2091480,2.0
2096208,2091540,1.0
2096208,2092436,1.0
2096208,2095919,1.0
2096208,2092403,1.0
2096208,2094808,1.0
2096208,2096220,1.0
2096208,2095264,1.0
2096208,2096338,1.0
2096208,2096286,1.0
2095919,2091540,1.0
2095919,2095744,1.0
2095919,2092403,1.0
2095919,2094808,1.0
2095919,2095264,1.0
2095919,2096338,1.0
2095919,2096286,1.0
2091685,2091540,1.0
2091685,2091755,1.0
2091685,2091745,1.0
2091685,2091697,1.0
2092391,2092403,1.0
2092391,2092420,1.0
2092133,2091540,1.0
2096381,2096396,1.0
2096381,2096389,1.0
2096389,2096396,1.0
2094659,2091540,1.0
2096985,2091540,1.0
2096985,2092420,1.0
2097328,2092403,1.0
2092888,2092955,1.0
2092888,2092974,1.0
2094762,2091540,2.0
2094762,2092403,1.0
2094762,2094808,1.0
2094762,2092420,1.0
2094762,2094194,1.0
2094762,2092295,1.0
2094762,2091480,1.0
2092815,2092831,1.0
2092815,2092888,1.0
2092815,2092955,1.0
2092815,2092974,1.0
2093903,2092295,1.0
2091613,2091540,1.0
2091613,2091572,1.0
2091613,2091577,1.0
2091572,2091540,2.0
2091572,2091577,2.0
2091745,2091755,1.0
2093351,2093227,1.0
2092955,2092974,1.0
2092694,2092420,2.0
2091523,2091540,1.0
2093544,2092289,1.0
2092403,2094481,1.0
2092403,2095744,1.0
2092403,2093351,1.0
2092403,2092694,1.0
2092403,2093544,1.0
2092403,2094175,1.0
2092403,2093227,2.0
2092403,2092706,1.0
2092403,2095264,1.0
2092403,2096338,1.0
2092403,2092295,1.0
2092403,2094720,2.0
2092403,2094952,1.0
2092403,2091480,1.0
2097047,2092436,1.0
2097047,2092420,1.0
2097047,2097694,1.0
2097047,2097015,2.0
2097047,2097742,1.0
2092706,2092831,1.0
2092706,2092436,3.0
2092706,2092888,1.0
2092706,2092815,1.0
2092706,2092955,1.0
2092706,2092694,3.0
2092706,2092974,1.0
2092706,2092420,2.0
2094808,2091540,3.0
2094808,2096396,1.0
2094808,2096381,1.0
2094808,2096389,1.0
2094808,2092403,2.0
2094808,2095264,1.0
2094808,2096338,1.0
2093001,2091540,1.0
2093001,2092403,1.0
2093001,2093006,1.0
2096220,2091540,1.0
2096220,2092436,1.0
2096220,2095919,1.0
2096220,2092403,1.0
2096220,2094808,1.0
2096220,2092974,1.0
2096220,2095264,1.0
2096220,2096338,1.0
2096220,2092295,1.0
2096220,2096286,1.0
2092974,2092295,1.0
2095264,2091540,1.0
2095264,2096338,1.0
2092064,2092184,1.0
2093627,2093903,1.0
2093627,2092295,2.0
2093627,2091480,1.0
2093006,2091540,1.0
2092420,2091540,3.0
2092420,2092403,3.0
2092420,2097061,3.0
2092420,2098012,1.0
2092420,2092295,1.0
2092420,2094720,1.0
2092420,2097015,1.0
2092420,2091480,2.0
2097061,2091540,2.0
2097061,2092436,1.0
2097061,2097250,1.0
2097061,2097047,2.0
2097061,2097015,2.0
2097061,2097443,1.0
2097061,2097742,1.0
2097061,2097541,1.0
2091679,2091540,1.0
2091679,2091685,1.0
2091679,2091755,1.0
2091679,2091745,1.0
2091679,2091697,1.0
2094194,2091540,2.0
2094194,2092403,1.0
2094194,2094808,1.0
2094194,2094720,1.0
2094194,2094700,1.0
2091697,2091540,5.0
2091697,2091755,1.0
2091697,2092133,1.0
2091697,2091745,2.0
2091697,2092064,1.0
2091697,2092420,1.0
2091697,2092014,1.0
2098012,2097061,1.0
2096338,2091540,1.0
2092295,2092759,1.0
2092295,2094481,1.0
2092014,2092289,1.0
2092014,2093544,1.0
2094720,2091540,1.0
2094720,2095919,1.0
2094720,2095744,1.0
2094361,2092403,1.0
2097694,2097809,1.0
2097694,2092420,1.0
2097694,2097061,1.0
2097694,2097742,1.0
2092465,2091480,1.0
2097015,2091540,1.0
2097015,2092436,1.0
2097015,2097694,1.0
2097015,2097742,1.0
2096286,2091540,1.0
2096286,2092403,1.0
2096286,2094808,1.0
2096286,2095264,1.0
2096286,2096338,1.0
2092519,2093627,1.0
2092519,2092295,1.0
2094700,2094720,1.0
2097541,2092436,1.0
2097541,2097047,1.0
2097541,2097694,1.0
2097541,2097015,1.0
2097541,2097742,1.0
2091480,2093903,1.0
2091480,2096220,1.0
2091480,2092974,1.0
2091480,2091506,1.0
2091480,2092295,2.0
2091480,2092014,1.0
2091480,2092519,1.0
