Source,Target,Weight
5255828,5254085,1.0
5255775,5255783,1.0
5255775,5255791,1.0
5258382,5257420,1.0
5253514,5258658,1.0
5253514,5255828,2.0
5253514,5255775,1.0
5253514,5258382,1.0
5253514,5253805,2.0
5253514,5254152,1.0
5253514,5257864,1.0
5253514,5258202,1.0
5253514,5253590,2.0
5253514,5254165,1.0
5253514,5257420,2.0
5253514,5253667,4.0
5253514,5253936,1.0
5253514,5254454,8.0
5253514,5254996,1.0
5253479,5253805,1.0
5253479,5253514,4.0
5253479,5254085,2.0
5253596,5253514,1.0
5257185,5253514,1.0
5257185,5253479,1.0
5257185,5254085,1.0
5255621,5253514,1.0
5255621,5255667,1.0
5255621,5254085,1.0
5255621,5255532,1.0
5255783,5253514,1.0
5255783,5255791,1.0
5256177,5253514,1.0
5253948,5253514,2.0
5254152,5254165,1.0
5255238,5253514,1.0
5255238,5258202,1.0
5255345,5253514,1.0
5255429,5253514,3.0
5255429,5255783,1.0
5255429,5256829,1.0
5255429,5254454,1.0
5255429,5254085,4.0
5255429,5255532,1.0
5256016,5253514,2.0
5256016,5255238,1.0
5255667,5253514,1.0
5255667,5255532,1.0
5253590,5253596,1.0
5253964,5253514,1.0
5253764,5253514,1.0
5255387,5253514,1.0
5255387,5255345,1.0
5255387,5255429,1.0
5255387,5255806,1.0
5255387,5254454,1.0
5255387,5254085,2.0
5255791,5253514,1.0
5255791,5255345,1.0
5255791,5255429,1.0
5255791,5255387,3.0
5255791,5255806,1.0
5255791,5254454,1.0
5253936,5253667,1.0
5255806,5253514,1.0
5256273,5253514,1.0
5256273,5255783,1.0
5256273,5255429,1.0
5256273,5254085,1.0
5256829,5253514,2.0
5256829,5254085,2.0
5254454,5255238,2.0
5254454,5256016,2.0
5254454,5253590,1.0
5254454,5256521,2.0
5254454,5254085,13.0
5254454,5254462,1.0
5254996,5254454,1.0
5254996,5254085,1.0
5254085,5253514,22.0
5254085,5255783,1.0
5254085,5256177,1.0
5254085,5255238,2.0
5254085,5255345,1.0
5254085,5256016,2.0
5254085,5255667,1.0
5254085,5253590,1.0
5254085,5257420,1.0
5254085,5253667,3.0
5254085,5255791,1.0
5254085,5255806,1.0
5254085,5256521,1.0
5254085,5255532,5.0
5254085,5257540,1.0
5255532,5253514,4.0
5255532,5253590,1.0
5255532,5254454,1.0
5254462,5253514,1.0
5257540,5253514,2.0
5257540,5255429,1.0
5257540,5255387,1.0
5257540,5255791,1.0
5257540,5254454,1.0
