Id,Label
148135,ANCHORWOMAN ON TV
148398,ARTIE DUNCAN
150003,BILLY
152586,BLACK ARACHTOID CHATTER
149988,BRAINY KID
147379,BUCKAROO BANZAI
151141,BUCKAROO BANZAI ON TV
150857,CASPER
149879,CASPER LINDLEY
148163,DOCTOR LIZARDO
148609,DR LIZARDO
147668,DR ZWIBEL
147509,GENERAL CATBURD
148259,GUARD
149592,HIGHWAY PATROLMAN
152199,HIM
150494,HOLOGRAM
149813,INSIDE
147645,JEWISH PHYSICIAN
149270,JOHN BIGBOOTÉ
150518,JOHN EMDALL
149440,JOHN GOMEZ
149430,JOHN O'CONNOR
150291,JOHN PARKER
151212,JOHN PARKER ON TV
151769,MACHINE
147678,MISSION CONTROL
149964,MRS JOHNSON
151538,NATIONAL SECURITY ADVISOR
151500,NATIONAL SECURITY MAN
149887,NEW JERSEY
147541,NURSE
150662,PENNY
148456,PENNY PRIDDY
147521,PERFECT TOMMY
150149,PINKY CARRUTHERS
148544,PISTOL
151109,PRESIDENT WIDMARK
151234,PRESIDENT WIDMARK ON TV
147485,PROF HIKITA
149078,RADAR SHIELD ONE
152833,RADAR SHIELD TWO
147547,RAWHIDE
151756,RED ARACHTOIDS
147524,RENO
149865,SCOOTER LINDLEY
147719,SECRETARY OF DEFENSE
151493,SECURITY ADVISOR
147713,SENATOR CUNNINGHAM
147618,STAR SURGEON
147577,TV ANCHORWOMAN
148337,WOMAN
