Id,Label
1370986,AN OLD WOMAN
1370621,BENJAMIN
1379696,BENJAMIN AT EIGHT
1379804,BENJAMIN AT SIX
1379620,BENJAMIN AT TWELVE
1370475,BENJAMIN BUTTON
1369760,BENJAMIN BUTTON'S
1374618,BENJAMIN'S
1369472,BLANCHE DEVEREUX
1372219,CAPT MIKE
1376891,CAROL
1369240,CAROLINE
1369257,DAISY
1369399,DAISY'S
1376681,DAVID
1374806,DENNIS SMITH
1370209,DOCTOR ROSE
1369270,DOROTHY BAKER
1373814,ELIZABETH ABBOTT
1374384,ELIZABETH ABBOTT'S
1371428,GRANDMA FULLER
1369833,HIS YOUNG WIFE
1373523,JOHN GRIMM
1369871,MAID
1369564,MONSIEUR GATEAU
1371806,MR DAWS
1370976,NGUNDA OTI
1369996,OLD WOMAN
1370303,ONE OF THE WOMEN
1374900,PLEASANT CURTIS
1370759,PREACHER
1369947,QUEENIE
1379596,QUEENIE'S DAUGHTER
1379231,ROBERT
1369806,THE DOCTOR
1372547,THE GIRL
1376570,THE MAN
1372105,THE NURSE
1370311,THE OLD WOMAN
1370747,THE PREACHER
1372728,THE WAITER
1371257,THE WOMAN
1369802,THOMAS BUTTON
1369957,TIZZY
