Source,Target,Weight
1857040,1859217,1.0
1859795,1858748,1.0
1859795,1859567,1.0
1859795,1857160,1.0
1857855,1857901,1.0
1861203,1861819,1.0
1861203,1860948,1.0
1856635,1856943,1.0
1857007,1861291,1.0
1857007,1857550,1.0
1857007,1857520,1.0
1857007,1857112,1.0
1857007,1856659,1.0
1857007,1857003,3.0
1857007,1857013,2.0
1857007,1858542,1.0
1859892,1857987,1.0
1859892,1857160,1.0
1859892,1858255,1.0
1859892,1857322,1.0
1859892,1858340,1.0
1859892,1858415,1.0
1859892,1858535,1.0
1859892,1860018,1.0
1857963,1857987,1.0
1860951,1857160,1.0
1857987,1857160,1.0
1857987,1860106,1.0
1857987,1858415,1.0
1857987,1858535,1.0
1857987,1860018,1.0
1857987,1858542,1.0
1859567,1857987,1.0
1859567,1859583,1.0
1859567,1860106,1.0
1859567,1858415,1.0
1859583,1858415,1.0
1860430,1860447,2.0
1860430,1860440,2.0
1857160,1857007,2.0
1857160,1857520,1.0
1857160,1857720,1.0
1857160,1857322,10.0
1857160,1860106,2.0
1857160,1858415,1.0
1857160,1857055,4.0
1857160,1858535,1.0
1857160,1860018,1.0
1857160,1857003,2.0
1858255,1857987,1.0
1858255,1857160,5.0
1858255,1858340,3.0
1858255,1858415,1.0
1858255,1858535,1.0
1858255,1860018,1.0
1861527,1857322,2.0
1861527,1860106,1.0
1861527,1861351,1.0
1857836,1857855,1.0
1857836,1857901,1.0
1861819,1860948,1.0
1860948,1860951,1.0
1860948,1857160,1.0
1857720,1857055,1.0
1857901,1857987,2.0
1857901,1857160,1.0
1857901,1858255,1.0
1857901,1858340,1.0
1857112,1857160,1.0
1857112,1856659,1.0
1859130,1857055,1.0
1860830,1857322,1.0
1860830,1860106,1.0
1860814,1860830,1.0
1860814,1860106,1.0
1860814,1859217,1.0
1856849,1856635,1.0
1856849,1856943,1.0
1856849,1856618,1.0
1857322,1859795,1.0
1857322,1861203,1.0
1857322,1857987,4.0
1857322,1859567,2.0
1857322,1861939,1.0
1857322,1859583,1.0
1857322,1858255,2.0
1857322,1861819,1.0
1857322,1857334,2.0
1857322,1860948,1.0
1857322,1857901,3.0
1857322,1860814,1.0
1857322,1861351,1.0
1857322,1859217,3.0
1857322,1857767,2.0
1857322,1858415,3.0
1857322,1860018,1.0
1857322,1857226,1.0
1857322,1860081,1.0
1857322,1860410,1.0
1857322,1860185,2.0
1857322,1858542,1.0
1858340,1857987,1.0
1858340,1857160,7.0
1858340,1857322,11.0
1858340,1860106,4.0
1858340,1858415,1.0
1858340,1860018,1.0
1858340,1860081,1.0
1858340,1860410,1.0
1860106,1861203,2.0
1860106,1861819,1.0
1860106,1860948,1.0
1860106,1857322,12.0
1860106,1861351,1.0
1860106,1860185,2.0
1860106,1858542,1.0
1857770,1857040,1.0
1857770,1857855,1.0
1857770,1857836,1.0
1857770,1857901,1.0
1857770,1859217,1.0
1857770,1857767,2.0
1857770,1857055,1.0
1857770,1856618,1.0
1861260,1857160,1.0
1861351,1859795,1.0
1861351,1858340,1.0
1857610,1861203,1.0
1857610,1861819,1.0
1857610,1860948,1.0
1857610,1857322,1.0
1857610,1860106,1.0
1857767,1857040,1.0
1857767,1857855,1.0
1857767,1857160,1.0
1857767,1857836,1.0
1857767,1857901,1.0
1857767,1858340,1.0
1857767,1859217,1.0
1857767,1856618,1.0
1858415,1860018,1.0
1860440,1860447,1.0
1861981,1858542,1.0
1857055,1857040,1.0
1857055,1857007,3.0
1857055,1857520,1.0
1857055,1857112,1.0
1857055,1857322,1.0
1857055,1859217,1.0
1857055,1857767,6.0
1857055,1856659,1.0
1857055,1856618,1.0
1857055,1857226,2.0
1856659,1856635,1.0
1856659,1856943,1.0
1856659,1857160,1.0
1856659,1856849,3.0
1856659,1856618,2.0
1856618,1857040,1.0
1856618,1856635,1.0
1856618,1859217,1.0
1857226,1857007,2.0
1857226,1857160,1.0
1857226,1857767,1.0
1857226,1857003,2.0
1860658,1860671,1.0
1859842,1857160,1.0
1859842,1858340,1.0
1857003,1857112,1.0
1857003,1857055,3.0
1857003,1856659,1.0
1860081,1860106,2.0
1860081,1860410,1.0
1860081,1860185,1.0
1860410,1860106,1.0
1857013,1857003,1.0
1858839,1857322,1.0
1858839,1859217,1.0
1858839,1857767,1.0
1858542,1858748,1.0
1858542,1860430,1.0
1858542,1857160,1.0
1858542,1860440,1.0
1858542,1858535,3.0
1858542,1860658,1.0
1858542,1860671,1.0
